"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"130","b4,e2,f1,d3,a4,c4,f3,c2,b5,b6,g5,a5,d1,g2,e3,d5,a2,d7,d2,h4,a1,e4,e6,b7,c1,c5,c3","b4,e2","true","B","OneOfTwoBishopsHasALegalMove"
"131","d2,a5,c3,d6,a3,c5,f8,e1,e7,b5,d4,b8,e3,b3,B,d8,b1,b2,g3,e5,f6,c2,h4,d5,N,c1,h8","f8,e7,d6,c5,a5,c3,a3,d2,e1","true","Bb4","OneOfTwoBishopsHasALegalMove"
"132","f8,c8,f5,d6,g4,d7,c6,h4,e6,g5,d3,b5,e8,h6,a6,g8,f7,a4,e2,e4,g7,c4,f4,g6,b6,g3,d1","f8,c8","true","B","OneOfTwoBishopsHasALegalMove"
"133","e7,d6,c5,h6,b4,a3,g7,d7,e8,f7,b6,a7,g6,e6,f6,h7,c1,c6,c7,a1,c8,a8,a5,a4,b5,b3,f4","e7","true","Bf8","OneOfTwoBishopsHasALegalMove"
"134","b8,c8,g8,e8,b5,f8,d8,c1,a3,e1,d4,h8,a6,g1,h2,a8,a5,f1,d2,h6,c5,g3,c2,d1,a1,b1,e7","e8,b8,f4","false","B","AfterPromotionToBishop"
"135","h5,g6,b5,c6,d7,a4,f7,g8,e6,c8,d5,e2,e4,d3,a8,e7,c4,b3,a2,d8,g4,a6,f8,h3,f3,f5,b7","f7,g6,h5","false","Be8","AfterPromotionToBishop"
"136","c3,c1,b3,f1,c2,f3,d3,c4,b1,a4,a3,c6,b2,f5,d1,b4,g6,a2,b5,e1,g5,g2,e2,g1,d5,c5,B","c3","true","B","BishopIsPinned"
"137","b4,d2,a5,b2,d4,f6,a1,e5,h8,a3,d1,c1,b3,g7,a2,c6,c2,e1,c7,e3,f8,d3,c4,a4,c8,e7,b6","b4,d2","true","Bc3","BishopIsPinned"
"138","a8,h8,f8,d8,c6,g8,c8,e8,e7,d1,g6,h6,f1,a7,f3,d6,b8,a6,h1,a1,f4,Q,,c3,f7,h7,f6","h8,a8","true","R","RookAsBlack"
"139","e8,f8,g8,c8,d8,h7,b8,h6,a8,B,P,1-0,f7,h8,Q,N,g6,h2,K,R,h3,,h1,h5,e7,a1","g8","false","Rh8","RookAsBlack"
"140","h1,a1,f1,d2,h2,h8,d1,g2,h3,g1,f2,a2,e1,a8,e2,N,h5,e7,b1,d8,b2,R,c1,K,g7,f8,f5","h1","true","R","RookUncommonOpening"
"141","h3,g1,h2,h4,h6,f1,N,e1,h8,P,d1,d2,R,h7,b1,g2,B,a2,a1,h5,Q,f2,g3,,0-1,c1,1-0","h2","false","Rh1","RookUncommonOpening"
"142","h1,a1,f1,d1,f5,h3,b3,e1,b1,f3,N,g1,K,e3,d8,P,h2,g3,R,f6,c6,g2,c1,f2,e4,h8,a8","h1","true","R","RookUncommonOpening"
"143","h3,h2,g1,h4,e1,f1,h5,d1,h6,h7,b1,h8,f2,g2,a2,f3,N,d2,B,c1,g3,0-1,P,Q,d8,d5,c6","h2","false","Rh1","RookUncommonOpening"
"144","h1,a1,b3,f3,f1,g2,d1,a8,c1,b1,a2,h8,c2,e1,c3,d3,e3,b6,c6,B,g6,e7,b5,f6,K,f8,","h1,a1","true","R","RookUncommonOpening"
"145","g1,e1,b1,d1,h3,f1,c1,h2,a1,h7,h1,h4,h6,0-1,h8,B,d2,a2,1-0,N,c2,g2,h5,f2,,1/2-1/2","g1","true","Rh1","RookUncommonOpening"
"146","f1,c1,d1,b5,e1,a5,d5,e3,g3,c2,h2,f2,d4,e8,e6,a3,e2,h6,f4,a2,b1,g1,e7,h5,h4,f8,f5","f1","true","R","RookLategame"
"147","e1,f3,f5,f2,f4,g1,f7,f6,b1,c1,d1,h1,f8,a1,b5,a6,d3,c4,e2,e5,h3,h2,g2,e3,d5,d2,a5","f3,f2,h1,g1,e1,d1","false","Rf1","RookLategame"
"148","d7,e1,b7,a4,e2,c7,h2,f7,e8,d4,a1,b2,b1,g8,g1,h7,f1,e5,f8,a8,g2,a7,h1,e7,h8,c2,g5","d7,b7","false","R","RookLategame"
"149","c7,d8,d6,b7,a7,d5,e7,f7,h7,g7,d3,d1,d4,c8,d2,e6,c5,e8,f5,c6,b8,f6,e5,f8,b5,b6,d7","d8,h7,g7,f7,e7,c7,d6","false","Rd7","RookLategame"
"150","h1,d1,a1,f1,b3,f3,c1,g2,c2,d2,c3,g1,d3,a2,f6,e3,b1,h2,f2,f5,e1,c6,g6,g4,h3,e2,h8","h1,d1","true","R","RookAfterCastleQueenSide"
"151","g1,e1,d1,b1,c1,h3,f1,a1,h2,h7,h8,0-1,h6,c8,h4,h1,d2,d8,a2,N,B,1-0,b8,Q,P,h5,g2","g1","true","Rh1","RookAfterCastleQueenSide"
"152","e1,h6,f1,h2,d1,g1,h5,h8,h1,c1,d4,g5,e8,e2,h3,d2,b1,d8,g3,g2,c4,e7,f2,c8,e3,f4,d7","e1","true","R","OneRookOfOnePlayer"
"153","d1,c1,h1,e2,f1,e7,e5,g1,e6,a1,e4,b1,e3,e8,a5,g3,P,N,d5,h4,h7,e1,K,a8,c3,h8,R","e8,e7,e6,e5,e4,e3,e2,h1,g1,f1,d1,c1,b1,a1","true","Re1","OneRookOfOnePlayer"
"154","h1,a1,f1,d1,g1,e5,b1,a3,g3,c1,f3,c3,f2,e1,e3,h3,d5,f5,a2,d6,d3,b3,c4,g5,1-0,d4,c6","h1,a1","true","R","TwoRooksOfOnePlayer"
"155","g1,f1,e1,c1,a1,d1,h8,b1,h3,h4,h5,h2,h6,h7,h1,R,B,g2,N,K,1-0,0-1,P,a3,d3,,Q","g1","true","Rh1","TwoRooksOfOnePlayer"
"156","a1,f1,d1,c1,d4,g1,b1,a8,e3,e4,h1,b3,d2,a3,a4,b4,e1,a2,d3,a7,f3,f5,d6,d5,b5,a6,d8","f1,a1","true","R","TwoRooksOfOnePlayer"
"157","e1,d1,a1,b1,c1,g1,h1,f2,f3,f5,f4,f6,f7,c2,f8,d3,e5,e3,f1,g3,c8,e2,d2,1-0,b3,b5,0-1","e1","true","Rf1","TwoRooksOfOnePlayer"
"158","g1,h8,d1,f1,f8,a1,e1,g8,h5,h7,b1,h2,a8,g7,h4,g2,h1,h3,e8,a4,d2,c1,a7,f4,e4,d8,g5","f8,g1,d1","false","R","ThreeRooksOfOnePlayer"
"159","h8,f7,a8,e8,d8,f6,c8,g8,b8,f2,f3,f5,f1,f4,h6,c5,e6,g7,d7,d6,f8,b4,e7,h7,c7,K,g6","h8,g8,e8,d8,c8,f7,f6,f5,f4,f3","false","Rf8","ThreeRooksOfOnePlayer"
"160","b8,c1,h1,b7,b1,d1,f1,a1,g1,e1,h8,g2,c8,c7,e4,a7,c2,b2,b6,f2,h2,h3,a5,g7,h6,d3,d2","b8,h1,c1","true","R","ThreeRooksOfOnePlayer"
"161","b7,h8,c8,a8,d8,b6,f8,e8,b5,a7,b2,b4,b3,b1,c7,Q,g8,d6,R,b8,K,c6,B,d7,d1,h6,a6","h8,g8,f8,e8,d8,c8,a8,b7,b6,b5,b4","false","Rb8","ThreeRooksOfOnePlayer"
"162","h1,a1,f1,d1,d8,e1,e3,h8,a8,e8,b1,e7,e5,f8,f3,e4,g1,e2,a7,g2,f5,d5,d2,f6,d3,e6,","h1","true","R","OneOfTwoRooksHasALegalMove"
"163","g1,e1,f1,d1,h3,c1,h2,b1,h4,h7,a1,h8,h6,d8,e8,g2,h5,1-0,N,f2,B,K,0-1,,P,f3,c8","g1,f1","false","Rh1","OneOfTwoRooksHasALegalMove"
"164","b8,d7,e8,h2,g8,e1,h7,c7,h8,e2,d4,a1,a5,d8,g7,d5,h1,c8,b7,a6,e6,c2,g4,a8,b1,b2,b5","b8,d7","true","R","AfterPromotionToRook"
"165","b7,c8,h8,b6,a8,e8,b4,f8,g8,b3,b5,d8,b2,b1,b8,a7,d6,e5,h4,f4,h3,g3,c7,h2,d3,h5,c6","d8,c8,a8,b7,b6","false","Rb8","AfterPromotionToRook"
"166","g8,b8,b1,f3,g1,g5,e4,N,d5,d4,P,f6,c8,,h6,h3,c3,c7,b6,c4,f8,b4,g4,B,d8,f7,a5","g8,b8","true","N","KnightAsBlack"
"167","f6,h6,e7,d7,c6,b8,h7,f3,N,b6,e6,b3,g5,d5,e5,h4,c7,e4,P,,a6,h8,d6,c3,f8,,B","h6,f6","true","Ng8","KnightAsBlack"
"168","b8,d5,f6,c6,e5,d7,b1,g8,e8,h7,e4,f3,e2,a6,c5,K,h1,,g4,B,h5,b6,a7,e6,P,N,h3","b8","true","N","KnightAsBlack"
"169","c6,a6,d7,b4,c4,b6,e4,f6,c8,h6,e8,g8,b5,g4,f3,e6,h5,a4,b3,a8,N,b7,d6,f5,d3,a7,P","c6,a6","true","Nb8","KnightAsBlack"
"170","g1,b1,d2,h3,f1,c3,f3,b8,N,a3,e2,b5,g5,h6,e1,g8,e4,h1,c7,g2,e3,P,c1,f2,,b3,d5","g1,b1","true","N","KnightUncommonOpening"
"171","h3,f3,e2,h6,b1,a3,b5,c3,N,e4,h5,b6,d2,P,d5,g6,a4,B,b3,g3,a5,a2,h1,h4,e6,g8,e5","f3","false","Ng1","KnightUncommonOpening"
"172","b1,g1,e2,b3,h3,c1,e4,f6,b8,f3,g5,d2,c4,c3,,f1,e5,N,b5,K,f2,d1,P,f8,h6,g8,g2","g1,b1","true","N","KnightUncommonOpening"
"173","f3,h3,e2,f6,h5,g4,h6,c3,P,b1,g8,N,a3,B,e5,K,g3,h1,d7,b3,g6,g5,c6,,f1,R,a4","h3,f3","true","Ng1","KnightUncommonOpening"
"174","b1,g1,f5,h3,c3,g5,e2,f3,a3,N,b5,c4,f1,c1,d1,,f2,g2,c2,e1,g8,P,e5,B,d2,h1,K","g1,b1","true","N","KnightUncommonOpening"
"175","f3,h3,e2,h5,f7,f5,c6,a4,g4,e4,b3,b5,h6,N,e6,b1,d5,a3,c3,a2,B,c2,d7,g6,d3,Q,g8","f3,e2","false","Ng1","KnightUncommonOpening"
"176","g1,b1,e2,f1,f3,N,h3,c3,b5,d2,e1,P,d1,c2,g2,c1,B,g4,f2,a2,K,h4,a8,Q,g8,,c4","g1,b1","true","N","KnightUncommonOpening"
"177","f3,h3,e2,h5,h6,a6,g4,g7,N,h2,f1,Q,f7,R,f2,g2,b5,P,B,,b7,g8,a7,h1,h4,a2,b6","h3,f3,e2","true","Ng1","KnightUncommonOpening"
"178","b1,f3,e3,e5,g1,h3,c3,h1,N,f1,K,f4,b3,d1,e2,d2,B,d8,b7,f7,f6,d5,b8,g5,b5,c2,P","b1","true","N","OneKnightOfOnePlayer"
"179","c3,a3,d2,d3,e4,b3,c2,b5,a2,f1,1-0,g6,b4,c4,a1,g1,P,h7,e2,,b7,f5,c6,e6,g2,B,c1","c3,a3,d2","true","Nb1","OneKnightOfOnePlayer"
"180","e5,b1,g1,f3,d5,c3,g5,a4,g3,f5,h1,c6,f2,b4,h2,e3,c2,f7,b5,h7,e4,b6,g6,h4,B,h3,d1","e5","true","N","OneKnightOfOnePlayer"
"181","g4,d7,c6,f7,g6,f3,c4,d3,g7,a6,c3,g3,b5,e6,h7,b6,b2,d4,f6,g5,h5,f4,e4,e2,h3,c7,R","f7,d7,g6,c6,g4,f3,d3","false","Ne5","OneKnightOfOnePlayer"
"182","d4,d2,c3,f3,c4,e6,a3,d5,g1,c2,e3,b1,b4,c6,g5,b7,d7,e4,c7,b5,b6,b3,a1,d3,g6,e5,a7","d4,d2","true","N","TwoKnightsOfOnePlayer"
"183","f3,c6,b5,f5,b3,e6,c2,e2,b4,c4,d1,a4,b1,d7,g2,f7,d3,b7,b6,g4,a7,e4,f6,d5,a6,e8,a2","e6,c6,f5,b5,f3,b3,c2","true","Nd4","TwoKnightsOfOnePlayer"
"184","e2,d2,g2,f3,f4,f2,b1,g1,h2,a3,c3,e1,c2,h3,f1,a4,h4,a2,d1,b2,R,N,b3,P,c1,g3,d4","e2,d2","true","N","TwoKnightsOfOnePlayer"
"185","f4,g3,c3,d4,g1,c1,h4,b4,e7,f1,e1,g4,f3,e3,P,a3,B,b5,c4,h5,h2,1/2-1/2,f2,g5,g2,h6,d1","g3","false","Ne2","TwoKnightsOfOnePlayer"
"186","e4,e2,g4,g1,f7,f1,g2,h8,d4,f8,e1,c1,h3,h4,g8,d3,b3,f2,h1,g5,g7,h5,b5,f4,c2,g6,N","f8,e4,e2","false","N","ThreeKnightsOfOnePlayer"
"187","g6,e6,h7,f7,d7,h6,a8,c8,e8,f5,f3,c4,d8,g7,g8,a6,g4,h8,b5,f1,d6,b7,c7,h3,c6,K,R","h7,d7,g6,e6","false","Nf8","ThreeKnightsOfOnePlayer"
"188","b1,b8,g1,e1,c8,c6,d2,f1,a6,g8,h1,h3,g2,c1,c3,f8,a3,a7,b7,d1,R,d3,0-1,e8,b5,,d4","b8,c6,b1","false","N","ThreeKnightsOfOnePlayer"
"189","d7,c6,a6,b7,e6,b5,g4,b6,e8,a7,c8,f3,b3,c4,e2,d3,a4,f5,c2,c7,R,a8,h6,g3,g6,h3,d6","d7,a6","false","Nb8","ThreeKnightsOfOnePlayer"
"190","e2,g1,d2,g2,g3,c3,b1,h1,h3,h2,f2,e1,a3,f3,b3,c2,e3,d1,d4,f4,f1,a2,c1,0-1,b2,B,a4","d2","false","N","OneOfTwoKnightsHasALegalMove"
"191","f3,f1,c4,b3,e4,b1,h3,a4,g1,g2,e1,a2,g4,b4,d1,h1,e2,f4,d5,d7,b7,P,R,a8,a5,d3,N","e4,c4,f3,f1,b1","false","Nd2","OneOfTwoKnightsHasALegalMove"
"192","b8,d4,c7,g8,b1,e1,c8,g1,e8,h8,b7,d8,g3,h2,d7,b5,b2,a5,h7,a6,a8,c3,f8,g7,e2,a1,a3","b8","true","N","AfterPromotionToKnight"
"193","c6,d7,a6,b7,c8,b5,e8,a8,g4,b3,b6,g8,c4,e4,f5,b1,e6,e2,a4,f3,a7,d8,h5,b8,g3,d3,f1","c6,a6","false","Nb8","AfterPromotionToKnight"
