"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"P P Pg2g3 Pa7a5 Pf2f4 Pg7g6 Pb2b3 Pe7e5 Pe2e3 Nb8c6 Pa2a3 Pd7d6 Pc2c3 Pd6d5 Bf1d3 Bf8g7 Bd3c2 Pd5d4 Ng1e2 Ng8f6 Ke1g1 Ke8g8 Ne2g3 Nc6d4 Nb1c3 Nd4f3 Qd1f3 Qd8d7 Nc3e4 Rf8e8 Pd2d3 Pc7c5 Ne4d2 Ph7h6 Pd3d4 Pe5d4 Kg1h1 Bc8f5 Ra1d1 Re8d8 Rd1d4 Bg7d4 Pc3d4 Nf6e4 Bc2e4 Bf5e4 Rd4c4 Be4f5 Rc4c3 Re8e1 Rc3g3 Rd8d6 Rg3e3 Rd6d3 Re3e8 Rd3d8 Re8e4 Rd3d7 Re4e3 Pb7b5 Re3e7 Rd7d4 Re7f7 Kg8f8 Rf7b7 Rd4d7 Rb7a7 Pb5b4 Ra7e7 Rd7b7 Re7a7 Kf8g8 Re7f7 Ph6h5 Rf7f5 Kg8f7 Rf5h5 Kf7f6 Rh5g5 Kf6e7 Rg5e5","0","syntax","P","75 6 6 75 6 56 57 6 13 11 6 48 50 6 61 60 6 16 17 6 45 43 6 40 41 5 22 28 6 8 9 6 37 36 6 24 25 6 36 35 4 47 33 4 54 61 4 33 24 6 35 34 5 55 40 5 62 52 1 39 55 1 46 62 5 40 57 5 28 34 5 15 25 5 34 49 2 31 49 2 38 37 5 25 42 3 54 46 6 32 33 6 29 27 5 42 32 6 69 68 6 33 34 6 43 34 1 55 63 4 30 51 3 7 31 3 46 38 3 31 34 4 61 34 6 25 34 5 52 42 4 24 42 4 51 42 3 34 26 4 42 51 3 26 25 3 46 39 3 25 57 3 38 36 3 57 41 3 36 33 3 41 46 3 33 38 3 46 42 3 33 37 3 42 41 6 21 19 3 41 45 3 37 34 3 45 53 1 62 54 3 53 21 3 34 37 3 21 13 6 19 18 3 13 45 3 37 21 3 45 13 1 54 62 3 45 53 6 68 67 3 53 51 1 62 53 3 51 67 1 53 52 3 67 59 1 52 45 3 59 43"
"Pf2f3 Q Ph2 Pf3f4 Pd7d5 Pe2e3 Nb8c6 Ng1e2 Pd5d4 Ne2g3 Bc8f5 Pd2d3 Pd4e3 Be2d1 Bf5d3 Bd1e2 Bd3d1 Ke1d1 Pe7e5 Kd1e1 Pe5e4 Ke1d1 Pe4d3 Kd1e1 Ng8f6 Ke1d1 Pf6f5 Rh1e1 Pg7g6 Pg2g3 Pf5f4 Pg3f4 Bf8g7 Kd1e1 Ke8g8 Pf4g5 Ph7h6 Ke1e2 Rf8e8 Pg5h6 Re8f8 Ph6g7 Kg8g7 Ph2h4 Kg7h8 Ph4h5 Kh8g8 Ke2f1 Pg6g5 Kf1g1 Kg8g7 Kg1f1 Kg7h8 Kf1g2 Kh8g8 Pf2f3 Pg5g4 Kg2f3 Bf5e6 Kf3f2 Pf7f5 Kf2e2 Pf5f4 Ke2d1 Pc6c5 Kd1e2 Kg8f7 Ke2d3 Kf7f6 Kd3c3 Kf6e7 Kc3b2 Ke7d6 Kb2a2 Kd6c6 Ka2b2 Kc6b6 Ka2b1 Kb6a6 Kb1a1 Ka6a5","1","syntax","Pf2f3 Q","75 6 48 49 2 6 64 6 49 50 6 37 35 6 40 41 5 22 28 5 55 40 6 35 34 5 40 57 4 30 51 6 32 33 6 34 41 4 40 31 4 51 33 4 31 40 4 33 31 1 39 31 6 45 43 1 31 39 6 43 42 1 39 31 6 42 33 1 31 39 5 62 52 1 39 31 6 52 51 3 63 39 6 61 60 6 56 57 6 51 50 6 57 50 4 54 61 1 31 39 1 46 62 6 50 59 6 69 68 1 39 40 3 54 46 6 59 68 3 46 54 6 68 61 1 62 61 6 64 66 1 61 70 6 66 67 1 70 62 1 40 47 6 60 59 1 47 55 1 62 61 1 55 47 1 61 70 1 47 56 1 70 62 6 48 49 6 59 58 1 56 49 4 51 44 1 49 48 6 53 51 1 48 40 6 51 50 1 40 31 6 28 27 1 31 40 1 62 53 1 40 33 1 53 52 1 33 25 1 52 45 1 25 16 1 45 36 1 16 8 1 36 28 1 8 16 1 28 20 1 8 15 1 20 12 1 15 7 1 12 11"
"Pg2g4 Ph7h6 Pg4g5 Pa7a5 Pe2e4 Pb7b6 Ng1f3 Pd7d6 Pd2d4 Bc8b7 Bc1h6 Pg7h6 Nb1c3 Ng8f6 Nf3h4 Nf6e4 Bf1c4 Qd8d7 Qd1d3 Qd7a4 Nh4g2 Ne4c3 Ke1d1 Nc3b1 Kd1d2 Nb1c3 Kd2c3 Nc3b5 Pf2f4 Nb5d4 Bc4f7 Ke8f7 Pf4g5 Kf7e6 Kc3d4 Ke6f5 Ph2h4 Qa4a3 Kd4d5 Kf5f6 Kd5e6 Kf6f5 Pe4e5 Kf5g6 Ke6f5 Pg7g6 Pe5e6 Kg6f7 Pg5g6 Kf7e6 Ph4h5 Ke6e7 Kf5g6 Ke7e6 Kg6g7 Ke7d6 Kg7h7 Bf8g7 Pg2g4 Kd6c6 Pb2b3 Kc6b6 Kh7h6 Kb6c7 Pa2a4 Bg7f8 Kh6h7 Nb8d7 Kh7h8 Bf8e7 Rh1h7 Nd7b6 Rh7h8 Be7f8 Rh8h6 Bf8h6 Rg6h6 Bh6e3 Kh8g7 Ra8h8","10","path obstruction","Pg2g4 Ph7h6 Pg4g5 Pa7a5 Pe2e4 Pb7b6 Ng1f3 Pd7d6 Pd2d4 Bc8b7 Bc1h6","75 6 56 58 6 69 68 6 58 59 6 13 11 6 40 42 6 21 20 5 55 49 6 37 36 6 32 34 4 30 21 4 23 68 6 61 68 5 15 25 5 62 52 5 49 66 5 52 42 4 47 26 2 38 37 2 31 33 2 37 10 5 66 56 5 42 25 1 39 31 5 25 15 1 31 32 5 15 25 1 32 25 5 25 19 6 48 50 5 19 34 4 26 53 1 46 53 6 50 59 1 53 44 1 25 34 1 44 51 6 64 66 2 10 9 1 34 35 1 51 52 1 35 44 1 52 51 6 42 43 1 51 60 1 44 51 6 61 60 6 43 44 1 60 53 6 59 60 1 53 44 6 66 67 1 44 45 1 51 60 1 45 44 1 60 61 1 45 36 1 61 69 4 54 61 6 56 58 1 36 28 6 16 17 1 28 20 1 69 68 1 20 29 6 8 10 4 61 54 1 68 69 5 22 37 1 69 70 4 54 45 3 63 69 5 37 20 3 69 70 4 45 54 3 70 68 4 54 68 3 60 68 4 68 41 1 70 61 3 14 70"
"Ng8 Pe2e3 Qd8 Qd8 Pd7 Pf2f4 Pb2b4 Pb4b5 Pa2a4 Pb7b6 Pc2c4 Pa7a5 Pc2c3 Bc8b7 Qd1a4 Pc7c6 Qa4a1 Pc6c5 Qa1a4 Nb8a6 Pd2d3 Pc5 Qa4 Qd8 Ra8d8 Ng1f3 Pe7e6 Ph2h3 Pf7f5 Pe4f5 Pe6f5 Pg3g4 Pf5g4 Nf3h4 Bf8d6 Pg4g5 Ng8f6 Bc1f4 Nf6e8 Bf4g5 Ne8f6 Nb1d2 Nf6h7 Nd2f3 Bd6e7 Nf3g5 Be7g5 Qa4e4 Bg5e7 Ne4c5 Pb6c5 Qe4e5 Ne8d6 Qe5b8 Nh7g5 Qb8a7 Nd6c8 Qa7a8 Nc8e7 Qa8a6 Ne7c6 Qa6b5 Nc6a7 Rh1h2 Nd6b5 Qb5d5 Ke8g8 Qd5f5 Ne6d4 Bc1f4 Nd4f3 Bf4g3 Nf3e5 Qf5g5 Ne5g6 Bg3h4 Pf5f4 Bh4c7 Rf8e8 Qg5g8 Kg8f8 Qc7d8","0","syntax","Ng8","75 5 62 75 6 40 41 2 38 2 38 6 37 6 48 50 6 16 18 6 18 19 6 8 10 6 21 20 6 24 26 6 13 11 6 24 25 4 30 21 2 31 10 6 29 28 2 10 7 6 28 27 2 7 10 5 22 12 6 32 33 6 27 2 10 2 38 3 14 38 5 55 49 6 45 44 6 64 65 6 53 51 6 42 51 6 44 51 6 57 58 6 51 58 5 49 66 4 54 36 6 58 59 5 62 52 4 23 50 5 52 46 4 50 59 5 46 52 5 15 32 5 52 69 5 32 49 4 36 45 5 49 59 4 45 59 2 10 42 4 59 45 5 42 27 6 20 27 2 42 43 5 46 36 2 43 22 5 69 59 2 22 13 5 36 30 2 13 14 5 30 45 2 14 12 5 45 28 2 12 19 5 28 13 3 63 64 5 36 19 2 19 35 1 46 62 2 35 51 5 44 34 4 23 50 5 34 49 4 50 57 5 49 43 2 51 59 5 43 60 4 57 66 6 51 50 4 66 29 3 54 46 2 59 62 1 62 54 2 29 38"
"Ng8f7 Ke8f7 Kg8h8 Pc2c4 Ke8f7 Kf7e8 Ke8d7d6 Ke8 Ke8f7 Ke8f7 Ke8 Ke8 Ke8 Ke8f7 Ke8h5 Pd2d3 Pg7h6 Ke8e8 Ke8f7 Ke8f7 Ke8d8 Q Qd1 Pe7e6 Ke8f7 Bc1d2 Pf7e8 Ke8f7 Pa2a3 Kf7g6 Kf7g6 Kf7g7 Pg2g4 Kf7e8 Pg4g5 Kf5g6 Kf7g8 Ng1g2 Kg6h6 Nb1c3 Pb2c3 Ke8f7 Pe2d3 Pe7e6 Pc3c4 Pb7b6 Nb1a3 Pg5g6 Kg6f7 Ng1f3 Nh4g6 Bc8h6 Ph2h4 Pg6f5 Ng8g6 Kf7g8 Pg6f7 Kf7e8 Ng1h1 Nh6g5 Kh1g1 Nb8c6 Pd3d4 Nc6d4 Kg5g6 Nc6d4 Nc6d4 Ke8f7 Kf7e7f8e8c6 Nd4d5 Nc6d4 Kc6d6 Nf3d4 Kd6c6 Rh8h4 Pg3g2 Pf3f2 Pd2d3 Ke8d8 Kd8e8 Rh4h3","0","piece logic","Ng8f7","75 5 62 53 1 46 53 1 62 70 6 24 26 1 46 53 1 53 46 1 46 37 36 1 46 1 46 53 1 46 53 1 46 1 46 1 46 1 46 53 1 46 67 6 32 33 6 61 68 1 46 46 1 46 53 1 46 53 1 46 38 2 2 31 6 45 44 1 46 53 4 23 32 6 53 46 1 46 53 6 8 9 1 53 60 1 53 60 1 53 61 6 56 58 1 53 46 6 58 59 1 51 60 1 53 62 5 55 56 1 60 68 5 15 25 6 16 25 1 46 53 6 40 33 6 45 44 6 25 26 6 21 20 5 15 9 6 59 60 1 60 53 5 55 49 5 66 60 4 30 68 6 64 66 6 60 51 5 62 60 1 53 62 6 60 53 1 53 46 5 55 63 5 68 59 1 63 55 5 22 28 6 33 34 5 28 34 1 59 60 5 28 34 5 28 34 1 46 53 1 53 45 54 46 28 5 34 35 5 28 34 1 28 36 5 49 34 1 36 28 3 70 66 6 57 56 6 49 48 6 32 33 1 46 38 1 38 46 3 66 65"
"P Pg2 Pd7d6 Ph2h3 Pc7c6 Ng1f3 Pe7e5 Bc1g5 Ng8f6 Pe2e3 Pg7g6 Nb1c3 Bf8g7 Nc3e4 Pe5e4 Nf3d4 Nf6g4 Nd4e2 Qd8h4 Pg2g3 Qh4h6 Ne2f4 Qh6g7 Pg3g4 Qg7h6 Pg4g5 Qh6e6 Bf1b5 Qe6f6 Pg5f6 Pe7e6 Bb5e8 Qf6g7 Nf4h5 Ke8e7 Qd1h5 Qg7f6 Qh5g4 Bc8f5 Qg4e4 Pg6h5 Qe4d3 Qf6f4 Qd3f3 Bf5e6 Qf3f4 Qe6a2 Qf4e5 Ke7e8 Qe5a5 Qa2a5 Qa5b5 Ke8e7 Qb5b8 Ke7e8 Qb8e5 Ke8d8 Qe5g7 Kd8c8 Qg7h6 Qa5b5 Qg7g8 Qb5h5 Qg8h7 Qh5h7 Qh7d7 Qh7d7 Qd7g4 Qd7e8 Qg4d7 Qe8d7 Ke1e2 Qd7e6 Qe5c7 Qe6c4 Ke2e3 Qc4e6 Pb2b4 Qe6e3 Qc7e6 Qe3f2","0","syntax","P","75 6 6 56 6 37 36 6 64 65 6 29 28 5 55 49 6 45 43 4 23 59 5 62 52 6 40 41 6 61 60 5 15 25 4 54 61 5 25 42 6 43 42 5 49 34 5 52 58 5 34 40 2 38 66 6 56 57 2 66 68 5 40 50 2 68 61 6 57 58 2 61 68 6 58 59 2 68 44 4 47 19 2 44 52 6 59 52 6 45 44 4 19 46 2 52 61 5 50 67 1 46 45 2 31 67 2 61 52 2 67 58 4 30 51 2 58 42 6 60 67 2 42 33 2 52 50 2 33 49 4 51 44 2 49 50 2 44 8 2 50 43 1 45 46 2 43 11 2 8 11 2 11 19 1 46 45 2 19 22 1 45 46 2 22 43 1 46 38 2 43 61 1 38 30 2 61 68 2 11 19 2 61 62 2 19 67 2 62 69 2 67 69 2 69 37 2 69 37 2 37 58 2 37 46 2 58 37 2 46 37 1 39 40 2 37 44 2 43 29 2 44 26 1 40 41 2 26 44 6 16 18 2 44 41 2 29 44 2 41 48"
"Ph2h3 Nb8h3 Ph3h4 Pg7g5 Pe2e4 Qd8f6 Pe4e5 Pd7d6 Ng1f3 Pe7e5 Nf3d4 Bc8h3 Rh1h3 Pe5d4 Rh3g3 Bf8h6 Bf1e2 Qf6e7 Ke1f1 Qe7f7 Qd1e1 Ke8c8 Pc2c3 Pf7f5 Bc1f4 Pd4d3 Qe1d2 Pf5f4 Be2d3 Bh6d2 Qd2d1 Pd6d5 Kf1g2 Pd5d4 Nb1d2 Pd4d3 Bf4b8 Kc8b7 Bb8d6 Pc7d6 Pc3d4 Ng8e7 Nd2c4 Ne7d5 Nc4a5 Nd5e3 Bd6e5 Pd3d2 Ra1c1 Ne3d1 Rc1d1 Rh8e8 Kg2g1 Re8e5 Rd1e1 Re5e8 Re1d1 Rd8a8 Kg1g2 Re8e4 Be5b2 Nc6a5 Bb2d4 Re4d4 Kg2h3 Rd4d5 Kh3g4 Pb7b6 Kg4g5 Pd3d2 Kg5h5 Rd5c5 Kh5g5 Rc5c8 Rd1d7 Rc8a8 Rd7a7 Ra8e8 Ra7h7 Re8h8","1","piece logic","Ph2h3 Nb8h3","75 6 64 65 5 22 65 6 65 66 6 61 59 6 40 42 2 38 52 6 42 43 6 37 36 5 55 49 6 45 43 5 49 34 4 30 65 3 63 65 6 43 34 3 65 57 4 54 68 4 47 40 2 52 45 1 39 47 2 45 53 2 31 39 1 46 30 6 24 25 6 53 51 4 23 50 6 34 33 2 39 32 6 51 50 4 40 33 4 68 32 2 32 31 6 36 35 1 47 56 6 35 34 5 15 32 6 34 33 4 50 22 1 30 21 4 22 36 6 29 36 6 25 34 5 62 45 5 32 26 5 45 35 5 26 11 5 35 41 4 36 43 6 33 32 3 7 23 5 41 31 3 23 31 3 70 46 1 56 55 3 46 43 3 31 39 3 43 46 3 39 31 3 38 14 1 55 56 3 46 42 4 43 16 5 28 11 4 16 34 3 42 34 1 56 65 3 34 35 1 65 58 6 21 20 1 58 59 6 33 32 1 59 67 3 35 27 1 67 59 3 27 30 3 31 37 3 30 14 3 37 13 3 14 46 3 13 69 3 46 70"
"Ph2h3 Ng8f6 Ng1f3 Nb8a6 Pa2a4 Pb7b6 Ph2h3 Ph7h6 Nb1a3 Pc7c5 Pg2g3 Pd7d6 Bf1g2 Pg7g6 Bg2f3 Bc8b7 Bf3b7 Nb8c6 Na3b5 Bf8g7 Nb5a7 Bg7h6 Qd1b3 Nc6b8 Qb3d1 Nb8d7 Qd1c1 Pf7f6 Pe2e3 Nd7c5 Nb1c3 Nc5a4 Qc1d1 Pd6d5 Qd1c1 Pd5d4 Nc3d5 Bb7d5 Pe3e4 Nf6d5 Pe4d5 Bd5f3 Ke1f1 Na6b4 Qc1e1 Qd8d5 Bf3h5 Pg6h5 Rh1g1 Bh6f8 Rg1g2 Qd5f3 Kf1e1 Bf8g7 Rg2g4 Qf3g4 Rd1f1 Qg4g2 Rf1g1 Bg7a1 Rg1g2 Qg2g1 Ke1d2 Qg1h2 Kd2c2 Qh2g1 Kc2b3 Qg1a1 Kb3c2 Qa1g1 Kc2b3 Qg1c1 Kb3a4 Qc1b2 Ka4b3 Ph5h4 Kb3a4 Qc1b1 Ka4b5 Qb1a2","6","path obstruction","Ph2h3 Ng8f6 Ng1f3 Nb8a6 Pa2a4 Pb7b6 Ph2h3","75 6 64 65 5 62 52 5 55 49 5 22 12 6 8 10 6 21 20 6 64 65 6 69 68 5 15 9 6 29 27 6 56 57 6 37 36 4 47 56 6 61 60 4 56 49 4 30 21 4 49 21 5 22 28 5 9 19 4 54 61 5 19 13 4 61 68 2 31 17 5 28 22 2 17 31 5 22 37 2 31 23 6 53 52 6 40 41 5 37 27 5 15 25 5 27 10 2 23 31 6 36 35 2 31 23 6 35 34 5 25 35 4 21 35 6 41 42 5 52 35 6 42 35 4 35 49 1 39 47 5 12 18 2 23 39 2 38 35 4 49 67 6 60 67 3 63 55 4 68 54 3 55 56 2 35 49 1 47 39 4 54 61 3 56 58 2 49 58 3 31 47 2 58 56 3 47 55 4 61 7 3 55 56 2 56 55 1 39 32 2 55 64 1 32 24 2 64 55 1 24 17 2 55 7 1 17 24 2 7 55 1 24 17 2 55 23 1 17 10 2 23 16 1 10 17 6 67 66 1 17 10 2 23 15 1 10 19 2 15 8"
"Ph2h3 Ke8f7 Ke1 Pf7f5 Ke8 Ng1 Ke8 Ke1 Ke8 Ke8 Ke8 Pe2 Ke8e4 Ke2e1 Ke8d7 Pg2g4 Ke8d8 Ke1e2 Kd8e8 Ke1e2 Ke8d8 Ph2h3 Kd8e8 Ke2e3 Kd8e8 Ke1e2 Ke8d8 Pf2f4 Ke8d8 Ke2d3 Kd8e8 Pc2c3 Ph7h5 Ke2d1 Ph5h4 Kd1e1 Pg7g6 Ke1d1 Nb8c6 Kd1e1 Ng8f6 Ke1f2 Pe7e5 Pd2c2 Pf7f5 Ph3h4 Pd7d5 Ph4h5 Pf5f4 Kf2f1 Pd5d4 Pe3f4 Pe5f4 Kf1e1 Nf6h5 Bc1c2 Pg6g5 Ke1f1 Pg5g4 Kf1e1 Nh5g3 Bc1c2 Pg3g2 Bc2d3 Pg4g3 Nb1d2 Nc6d4 Ke1f2 Bf8c5 Kd3c2 Bc5f2 Nd2 Nd4 Kc2 Bc2b1 Pc7c5 Nd2b3 Nd4b3 Nb3d2 Pb7b6 Kc2b3 Bc8e6 Bb1c2 Be6h3","1","path obstruction","Ph2h3 Ke8f7","75 6 64 65 1 46 53 1 39 6 53 51 1 46 5 55 1 46 1 39 1 46 1 46 1 46 6 40 1 46 42 1 40 39 1 46 37 6 56 58 1 46 38 1 39 40 1 38 46 1 39 40 1 46 38 6 64 65 1 38 46 1 40 41 1 38 46 1 39 40 1 46 38 6 48 50 1 46 38 1 40 33 1 38 46 6 24 25 6 69 67 1 40 31 6 67 66 1 31 39 6 61 60 1 39 31 5 22 28 1 31 39 5 62 52 1 39 48 6 45 43 6 32 24 6 53 51 6 65 66 6 37 35 6 66 67 6 51 50 1 48 47 6 35 34 6 41 50 6 43 50 1 47 39 5 52 67 4 23 24 6 60 59 1 39 47 6 59 58 1 47 39 5 67 57 4 23 24 6 57 56 4 24 33 6 58 57 5 15 32 5 28 34 1 39 48 4 54 27 1 33 24 4 27 48 5 32 5 34 1 24 4 24 15 6 29 27 5 32 17 5 34 17 5 17 32 6 21 20 1 24 17 4 30 44 4 15 24 4 44 65"
"Ng1h3 Ng8 Pg2 Ke8 Pg7g6 Pf2f3 Bf8g7 Pe2e3 Ng8f6 Pd2d3 Pe7e5 Bf1g2 Pe5e4 Ke1g1 Pd7d5 Nb1d2 Ke8g8 Kg1h1 Nf6e4 Kh1g1 Nb8c6 Nd2b3 Bc8e6 Nb3c1 Be6g4 Kg1h1 Bg4e2 Kh1g1 Be2d1e1h4h5 Nc6e7 Nc1e2 Bg7h6 Kh5h6 Bh6g5 Ne2c3 Bg5f6 Pf3f4 Bf6g7 Pe3e4 Bg7h6 Ra1c1 Bh6g7 Pe4d5 Pf7f5 Pe3e4 Ne7d5 Pe4f5 Nd5e3 Kh5g5 Ne3f1 Kg5f5 Nf1e3 Kf5e6 Ne3c2 Qe6d5 Bg7f6 Qd5b7 Kf5f4 Ke6f7 Qd8e7 Pg2g3 Pa7a5 Pg3g4 Pc7c5 Rc1c6 Qe7f7 Rc6c5 Ra8d8 Rc5b5 Kf4e4 Rb5c5 Nc2e3 Rc5e5 Rd8h8 Re5e4 Rh8f8 Re4e8 Ke4d5 Re8e6 Kd5c6","1","syntax","Ng1h3 Ng8","75 5 55 65 5 62 6 56 1 46 6 61 60 6 48 49 4 54 61 6 40 41 5 62 52 6 32 33 6 45 43 4 47 56 6 43 42 1 39 55 6 37 35 5 15 32 1 46 62 1 55 63 5 52 42 1 63 55 5 22 28 5 32 17 4 30 44 5 17 23 4 44 58 1 55 63 4 58 40 1 63 55 4 40 31 39 66 67 5 28 45 5 23 40 4 61 68 1 67 68 4 68 59 5 40 25 4 59 52 6 49 50 4 52 61 6 41 42 4 61 68 3 7 23 4 68 61 6 42 35 6 53 51 6 41 42 5 45 35 6 42 51 5 35 41 1 67 59 5 41 47 1 59 51 5 47 41 1 51 44 5 41 24 2 44 35 4 61 52 2 35 21 1 51 50 1 44 53 2 38 45 6 56 57 6 13 11 6 57 58 6 29 27 3 23 28 2 45 53 3 28 27 3 14 38 3 27 19 1 50 42 3 19 27 5 24 41 3 27 43 3 38 70 3 43 42 3 70 54 3 42 46 1 42 35 3 46 44 1 35 28"
"P Pf2 Pa7a5 Pa5a6 Pc7 Q Q Qa8 Q Qa8 Pd2d4 Qa8a6 Qd4d5 Qa8b8 Qd1d4 Qa8b8 Qd5c5 Qb8a8 Qc5d5 Qd8e7 Qd5a5 Qa8a5 Bc1d2 Qa5d8 Qa5c3 Bc8a6 Qc3c4 Qe7d8 Qc4c7 Qd8b6 Qc7c8 Ke8d8 Qc8d7 Kd8c7 Qd1f3 Kd8c8 Qf3e4 Kc7c6 Pe2e3 Kc6b5 Qe4d3 Kb5b6 Qd3b5 Kb5c6 Qb5d5 Ng8f6 Qd5b3 Kb6c7 Qb3c2 Kc7c6 Pb2b4 Kc6d7c6 Qd8 Kc6b6 Qc2e2 Kd7e6 Qe2h5 Ke6f6 Qh5g4 Kf6g6 Qg4c8 Kg6h7 Qc8b7 Qb6b7 Qb7e7 Kh7g8 Qe7e8 Rh8d8 Pa2a4 Rd8c8 Qe7e8 Rc8e8 Qe8d7 Kg8g7 Qd7d6 Re8e7 Pb4b5 Ra8b8 Kb5b6 Rb8a8 Ra1c1 Ra8c8 Qd6e5 Ra8b8","0","syntax","P","75 6 6 48 6 13 11 6 11 12 6 29 2 2 2 14 2 2 14 6 32 34 2 14 12 2 34 35 2 14 22 2 31 34 2 14 22 2 35 27 2 22 14 2 27 35 2 38 45 2 35 11 2 14 11 4 23 32 2 11 38 2 11 25 4 30 12 2 25 26 2 45 38 2 26 29 2 38 20 2 29 30 1 46 38 2 30 37 1 38 29 2 31 49 1 38 30 2 49 42 1 29 28 6 40 41 1 28 19 2 42 33 1 19 20 2 33 19 1 19 28 2 19 35 5 62 52 2 35 17 1 20 29 2 17 24 1 29 28 6 16 18 1 28 37 28 2 38 1 28 20 2 24 40 1 37 44 2 40 67 1 44 52 2 67 58 1 52 60 2 58 30 1 60 69 2 30 21 2 20 21 2 21 45 1 69 62 2 45 46 3 70 38 6 8 10 3 38 30 2 45 46 3 30 46 2 46 37 1 62 61 2 37 36 3 46 45 6 18 19 3 14 22 1 19 20 3 22 14 3 7 23 3 14 30 2 36 43 3 14 22"
"Pa2a4 Pg7g5 Pb2b4 Pb7b6 Pe2e3 Pd7d5 Pb2b3 Bc8b7 Pf2f3 Pe7e5 Pd2d3 Bf8d6 Pg2g3 Pe5g3 Ke1f2 Bd6g3 Qd1e2 Bg3f2 Ke2f2 Nb8d7 Nb1a3 Ke8g8 Ng1e2 Bd7e6 Ne2d4 Nd7e5 Pc2c3 Pc7c5 Bc1b2 Pc5d4 Pc3d4 Qd8d4 Bb2d4 Qd4a1 Rf1e1 Rf8d8 Ne2c3 Rd8d4 Re1f1 Rd4d3 Rf1d1 Be6a2 Bd4e5 Rd3d2 Kf2e2 Rd2a2 Ke2f3 Ra2b2 Rd1d2 Rb2h2 Kf3f2 Rh2e2 Ke2d1 Rh2h5 Rh1h3 Rh5d1 Kd1c1 Rd1b1 Kc1b2 Rb1b2 Kb2b3 Rb2a2 Kb3a2 Pa7a5 Pa2a3 Pa5a4 Ka2a3 Ra5a3 Ka2a3 Ra2a3 Ka3b4 Pf7f6 Kb4b5 Pa4a3 Kb5c4 Pa3a2 Kc4c2 Pf6g7 Kc2d3 Pg7g5","6","pseudolegal","Pa2a4 Pg7g5 Pb2b4 Pb7b6 Pe2e3 Pd7d5 Pb2b3","75 6 8 10 6 61 59 6 16 18 6 21 20 6 40 41 6 37 35 6 16 17 4 30 21 6 48 49 6 45 43 6 32 33 4 54 36 6 56 57 6 43 57 1 39 48 4 36 57 2 31 40 4 57 48 1 40 48 5 22 37 5 15 9 1 46 62 5 55 40 4 37 44 5 40 34 5 37 43 6 24 25 6 29 27 4 23 16 6 27 34 6 25 34 2 38 34 4 16 34 2 34 7 3 47 39 3 54 38 5 40 25 3 38 34 3 39 47 3 34 33 3 47 31 4 44 8 4 34 43 3 33 32 1 48 40 3 32 8 1 40 49 3 8 16 3 31 32 3 16 64 1 49 48 3 64 40 1 40 31 3 64 67 3 63 65 3 67 31 1 31 23 3 31 15 1 23 16 3 15 16 1 16 17 3 16 8 1 17 8 6 13 11 6 8 9 6 11 10 1 8 9 3 11 9 1 8 9 3 8 9 1 9 18 6 53 52 1 18 19 6 10 9 1 19 26 6 9 8 1 26 24 6 52 61 1 24 33 6 61 59"
"Pd2d4 B Ng8f6e4 Ng1f3 Nf3d4 Nb1c3 Pa2a3 Pd7d5 Nc3b1 Pa7a6 Ke1d2 Nb8d7 Pe2e3 Nd7d5 Bf1d3 Bc8g4 Ph2h3 Ng4e5 Pf2f3 Pc7c5 Pf3f4 Pf7f6 Pf4e5 Pf6e5 Bd3d4 Pe5d4 Nf3d4 Pc5d4 Pe3d4 Pe7e6 Pg2g4 Ph7h5 Pg4h5 Ph5g4 Bd3e2 Bf8d6 Qd1f3 Bd6f4 Rh1g1 Ke8g8 Be2g4 Ng8f6 Bg4h5 Bf4c1 Ke2f2 Nf6d7 Qf3h5 Kg8h7 Qh5h6 Kh7g6 Qh6g5 Qd8g5 Qg5g6 Kh7h8 Qg6e8 Qg5e7 Pf4g5 Pf6g5 Ph3h4 Pg7g5 Qe8e7 Kh8g7 Kf2e2 Bc1b2 Qe7e8 Kg7f6 Nd4c6 Bb2a3 Qe8e6 Kf6e6 Nc6e5 Rh8c8 Qe6c4 Ke6d6 Ph5h6 Rc8c4 Qc4b5 Kd6c7 Ke2d2 Ra8b8","1","syntax","Pd2d4 B","75 6 32 34 4 75 5 62 52 42 5 55 49 5 49 34 5 15 25 6 8 9 6 37 35 5 25 15 6 13 12 1 39 32 5 22 37 6 40 41 5 37 35 4 47 33 4 30 58 6 64 65 5 58 43 6 48 49 6 29 27 6 49 50 6 53 52 6 50 43 6 52 43 4 33 34 6 43 34 5 49 34 6 27 34 6 41 34 6 45 44 6 56 58 6 69 67 6 58 67 6 67 58 4 33 40 4 54 36 2 31 49 4 36 50 3 63 55 1 46 62 4 40 58 5 62 52 4 58 67 4 50 23 1 40 48 5 52 37 2 49 67 1 62 69 2 67 68 1 69 60 2 68 59 2 38 59 2 59 60 1 69 70 2 60 46 2 59 45 6 50 59 6 52 59 6 65 66 6 61 59 2 46 45 1 70 61 1 48 40 4 23 16 2 45 46 1 61 52 5 34 28 4 16 9 2 46 44 1 52 44 5 28 43 3 70 30 2 44 26 1 44 36 6 67 68 3 30 26 2 26 19 1 36 29 1 40 32 3 14 22"
