"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"129","a7,f4,d4,g1,b6,g5,c5,c1,d2,h6,f2,g7,f8,c3,e7,g4,a5,b8,a3,b7,d7,c8,c7,g2,e1,g3,h4","h6,g5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"130","b4,e2,a4,c2,g5,c7,e3,b3,b1,f3,g8,d8,a2,f6,c1,a7,h6,h3,c6,g6,a8,h4,f7,c8,d7,h5,f5","b4,e2","true","B","OneOfTwoBishopsHasALegalMove"
"131","c3,e7,d2,f8,c5,a3,a5,e1,b5,d6,d4,b3,g7,c7,f6,d8,g1,e5,f4,f2,h8,d5,g3,b8,1-0,c1,b7","f8,e7,d6,c5,a5,c3,a3,d2,e1","false","Bb4","OneOfTwoBishopsHasALegalMove"
"132","c8,f8,f5,d6,f1,g7,h4,c6,c1,h6,h1,e8,b7,h8,d8,g8,d1,e5,c5,g6,h5,b5,b6,a5,g3,f4,g5","f8,c8","true","B","OneOfTwoBishopsHasALegalMove"
"133","e7,d7,g7,f7,h7,h6,b7,e6,f6,a6,a7,g6,c8,g5,c7,f8,e8,c5,g8,d6,b6,b8,a8,h4,a5,a3,c6","e7","true","Bf8","OneOfTwoBishopsHasALegalMove"
"134","b8,e8,d7,f4,d8,c8,a3,e6,c1,a5,e7,d4,a1,g4,f5,h5,d5,h6,e1,g3,b5,g7,c4,e2,B,h2,a7","e8,b8,f4","false","B","AfterPromotionToBishop"
"135","c6,h5,d7,b5,f7,a4,g6,d3,g8,e2,a6,b3,g4,e4,c8,f3,f5,e7,e6,c4,b8,a8,e5,a2,d5,f8,d8","f7,g6,h5","false","Be8","AfterPromotionToBishop"
"136","c3,d4,c1,f1,c4,a2,b4,d2,b1,d3,b3,b2,g2,a3,c2,g1,f8,e1,f2,g3,h8,e6,f3,a4,a7,b6,","c3","true","B","BishopIsPinned"
"137","b4,g7,d2,d4,f6,b2,e5,a5,h8,a1,e1,c1,d1,g5,f5,c7,d5,e3,g3,c2,b6,c8,a3,d8,b3,c6,a4","b4,d2","false","Bc3","BishopIsPinned"
"138","a8,h8,f8,e8,d8,d6,f5,g6,a1,h1,c6,g8,e2,c4,h7,d1,e6,f6,h4,b5,h6,c8,a5,g1,d4,a6,e5","h8,a8","true","R","RookAsBlack"
"139","g8,e8,f8,h8,e7,h6,h7,f7,b8,h5,g6,d7,f6,d8,h1,e6,,a7,a8,g7,h4,h3,h2,1-0,e1,B","g8","true","Rh8","RookAsBlack"
"140","h1,h3,d2,a1,d3,b1,f1,f2,c2,c1,c7,g1,e6,g7,g6,e2,h8,g8,h5,a2,d5,h2,a7,h7,g3,c6","h1","true","R","RookUncommonOpening"
"141","h2,g1,h6,g2,h3,h5,f1,f3,a2,e4,a3,c3,d1,c1,h4,g3,f2,c2,d2,e1,0-1,b3,c5,d3,e5,b2,e2","h2","true","Rh1","RookUncommonOpening"
"142","h1,a1,d1,f1,e5,f5,d7,h8,e4,a8,d8,g2,f2,c5,g1,d3,f6,h4,e3,e2,f3,c1,a7,h6,b6,a6,1-0","h1","true","R","RookUncommonOpening"
"143","h2,g1,e2,h3,f1,f3,h5,h4,d2,h8,h6,h7,g2,e1,d3,a2,c3,c6,g3,f2,0-1,e6,e5,c5,c4,g4,e4","h2","true","Rh1","RookUncommonOpening"
"144","a1,h1,b3,e3,f3,f1,d3,a8,h8,g7,g2,e6,f7,a6,a7,d2,b6,h7,c5,c2,c1,f6,c7,R,d7,c6,c3","h1,a1","true","R","RookUncommonOpening"
"145","g1,b1,f1,d1,c1,h3,e1,g3,h2,h4,a1,B,N,a3,P,c2,c4,a2,K,h7,h6,h8,c3,g5,h5,0-1,h1","g1","true","Rh1","RookUncommonOpening"
"146","f1,h6,c1,d1,d4,f8,a5,b5,b8,b1,c5,a1,a3,a7,h4,e6,h8,g1,b7,f4,b4,b6,g6,a6,d2,b2,e1","f1","true","R","RookLategame"
"147","f6,e1,f8,d1,f5,f7,f2,f3,f4,b1,a1,g1,c1,h1,f1,e6,b5,e5,e3,e7,h3,b6,a6,a5,h7,h6,b8","f3,f2,h1,g1,e1,d1","false","Rf1","RookLategame"
"148","d7,a7,b7,a4,f1,c7,h8,c1,f8,e7,h1,h7,f7,b3,c5,e1,h2,e4,a2,c3,e5,d3,e6,g7,P,g2,c4","d7,b7","false","R","RookLategame"
"149","d6,d5,c7,b7,d8,d4,d1,d2,h7,d3,a7,g7,e7,f7,d7,c6,c1,f1,f5,b1,b5,b6,h6,h1,g1,e6,f6","d8,h7,g7,f7,e7,c7,d6","false","Rd7","RookLategame"
"150","d1,h1,e3,a2,d2,f1,a1,d3,b3,c6,g7,h7,a7,b2,a3,e6,c5,f6,f3,h8,d7,c7,h2,d6,h4,f2,b6","h1,d1","true","R","RookAfterCastleQueenSide"
"151","g1,e1,f1,b1,h3,h2,a1,d1,h1,h4,h8,h6,h7,g3,h5,0-1,N,c4,1-0,P,g8,d5,c1,B,d4,g5","g1","true","Rh1","RookAfterCastleQueenSide"
"152","e1,h6,d7,b1,g1,e8,h3,d8,h8,d2,c4,d1,f6,f1,h2,a4,f4,a1,a2,c5,a7,h1,d5,d4,h7,a3,e3","e1","true","R","OneRookOfOnePlayer"
"153","e3,d1,e5,e4,e2,e6,e7,f1,c1,h1,e8,g1,a1,b1,e1,a5,h7,c5,d5,h8,f7,g3,f5,b4,g5,c3,P","e8,e7,e6,e5,e4,e3,e2,h1,g1,f1,d1,c1,b1,a1","true","Re1","OneRookOfOnePlayer"
"154","a1,h1,f1,e3,b2,f3,d1,e5,b1,b3,h8,d6,a8,a4,g1,a3,c1,d8,e4,a7,R,c5,c2,b6,e7,h6,b4","h1,a1","true","R","TwoRooksOfOnePlayer"
"155","g1,f1,e1,b1,c1,h2,d1,a1,h4,h3,g2,h1,d4,a2,c3,c4,a4,Q,d2,d3,b2,g4,B,0-1,h5,h8,d5","g1","true","Rh1","TwoRooksOfOnePlayer"
"156","a1,f1,e1,d4,c1,f8,a3,h1,a8,d1,e2,b6,e7,b2,a7,g1,c7,c5,a5,d2,d6,c6,c2,f4,a2,f5,f3","f1,a1","true","R","TwoRooksOfOnePlayer"
"157","c1,e1,d1,b1,a1,f4,f3,b4,f7,f1,f2,f8,c4,a4,a3,c3,f5,1/2-1/2,d8,c2,b3,d4,c8,a7,f6,g1,c7","e1","false","Rf1","TwoRooksOfOnePlayer"
"158","f8,g1,d1,d2,f1,h8,d8,h2,a1,e5,c8,g7,g8,e8,e1,a3,f6,h1,h7,h3,h4,h5,g4,e6,f2,e3,a7","f8,g1,d1","true","R","ThreeRooksOfOnePlayer"
"159","h8,f7,f5,f6,d8,c8,a8,f4,f2,e8,g8,f3,f1,b8,d6,e7,b4,g7,e6,f8,e4,d5,d1,h5,d4,d7,h6","h8,g8,e8,d8,c8,f7,f6,f5,f4,f3","false","Rf8","ThreeRooksOfOnePlayer"
"160","b8,c1,f1,h1,d1,b1,a1,c8,h8,d8,a7,f8,a8,e1,a6,b3,a4,b6,b5,c5,c3,a3,a5,e4,a2,h6,h5","b8,h1,c1","false","R","ThreeRooksOfOnePlayer"
"161","h8,a7,b7,f8,d8,b4,b5,b6,a8,g8,b3,e8,b2,d6,e6,b1,R,c8,f7,c2,d2,g7,,N,b8,f4,e5","h8,g8,f8,e8,d8,c8,a8,b7,b6,b5,b4","false","Rb8","ThreeRooksOfOnePlayer"
"162","h1,a1,h8,e3,d1,d3,f8,e1,d8,a4,f3,b1,a8,f1,e7,e6,f7,e5,a7,d5,c1,d7,h7,e4,c7,d6,b4","h1","true","R","OneOfTwoRooksHasALegalMove"
"163","g1,f1,e1,d1,h2,c1,b1,h3,h4,a1,h1,h5,h8,g2,h7,d8,h6,Q,e4,0-1,f2,f8,c6,1-0,c5,d5,g5","g1,f1","true","Rh1","OneOfTwoRooksHasALegalMove"
"164","b8,d7,e6,e4,h8,a3,a4,d4,c7,a7,h2,d8,f8,a1,f5,h7,c3,d3,e8,b4,e5,f7,f1,c8,b3,h6,d5","b8,d7","true","R","AfterPromotionToRook"
"165","b6,b7,f8,c8,g8,a8,d8,h8,e8,b3,b4,b5,b1,b2,d6,b8,g3,f4,a6,c6,g4,e5,h6,B,d7,d1,e2","d8,c8,a8,b7,b6","false","Rb8","AfterPromotionToRook"
"166","b8,g8,d5,b1,g5,f3,b4,d3,d4,e4,c2,c8,e7,b6,a5,a6,f6,a1,h6,h4,c7,g1,d7,h7,e5,a7,a4","g8,b8","true","N","KnightAsBlack"
"167","f6,h6,e7,d7,b4,g7,f3,b3,e6,e4,c1,c5,a6,e5,c3,d4,c4,d5,d6,g6,f5,P,b6,d2,N,h7,h2","h6,f6","true","Ng8","KnightAsBlack"
"168","b8,d5,e6,g8,d7,c4,h7,h5,f7,g7,b1,d4,b7,h6,g6,e8,e4,a7,e7,a5,f3,h8,c2,g1,c1,c6,h3","b8","true","N","KnightAsBlack"
"169","c6,a6,d7,e7,b2,b5,a4,b4,d6,c8,B,e2,b6,e5,f6,a7,c2,d8,h6,c3,N,g6,b3,b1,a5,g2,P","c6,a6","true","Nb8","KnightAsBlack"
"170","g1,b1,d2,h3,h2,f2,c1,a2,d3,b2,e2,c2,f1,h4,g2,h1,g3,f3,a3,c3,c6,a4,e1,h5,d5,g5,","g1,b1","true","N","KnightUncommonOpening"
"171","f3,h3,e2,e4,a3,h2,b3,d1,g2,h6,g3,c3,f1,g4,e3,N,f5,g5,c2,b1,h1,a4,e1,Q,h5,P,R","f3","true","Ng1","KnightUncommonOpening"
"172","g1,b1,e4,e2,d2,c1,f2,g2,b3,a2,h2,f3,b5,c2,b2,f6,f1,a1,d1,c6,h3,b8,d5,b4,g4,d4,g7","g1,b1","true","N","KnightUncommonOpening"
"173","f3,h3,e2,g4,c5,f1,e3,d3,h1,h2,g3,d1,c3,f5,a3,d2,c4,g2,e5,h5,c6,f6,,N,,h6,e4","h3,f3","true","Ng1","KnightUncommonOpening"
"174","g1,b1,f5,f1,h3,g8,b8,f3,f6,c3,e5,d1,d2,g5,h1,e4,e6,a1,0-1,e1,,a3,c1,b5,e2,d8,h4","g1,b1","true","N","KnightUncommonOpening"
"175","f3,e2,h3,h2,g4,e4,e6,h5,d7,c5,a3,d4,b3,c3,c6,e5,d3,a4,g3,h6,h1,e3,f5,,f4,Q,g8","f3,e2","true","Ng1","KnightUncommonOpening"
"176","g1,b1,e3,c3,f3,g4,g8,b5,e5,f1,a2,d2,h4,f7,b2,b8,c2,b7,c4,a4,a8,g5,,h2,d5,d1,h7","g1,b1","true","N","KnightUncommonOpening"
"177","f3,e2,h3,h2,g2,d3,e6,c4,g4,a3,d4,e4,h5,b3,a6,g3,h6,f4,a4,d2,d5,d1,N,b5,c5,g5,c2","h3,f3,e2","true","Ng1","KnightUncommonOpening"
"178","b1,g1,c6,b8,e5,h4,f3,d3,e3,e6,c3,f6,g6,g5,h1,f7,h3,d2,h8,g8,d1,f5,h6,c1,e7,e4,B","b1","true","N","OneKnightOfOnePlayer"
"179","c3,d2,a3,e2,c5,b3,f2,c2,e4,d1,c1,a5,a2,b4,h3,N,c4,B,g3,d6,d3,Q,e7,d5,b5,d4,d8","c3,a3,d2","true","Nb1","OneKnightOfOnePlayer"
"180","e5,b1,a4,d5,c5,h1,f1,b5,a6,c4,h4,b7,a7,g1,g5,b2,h3,e2,f2,h7,c2,h5,e6,f5,e4,g7,c7","e5","true","N","OneKnightOfOnePlayer"
"181","d7,g4,d3,f7,c6,f3,c4,g6,b7,d4,c8,c3,b3,c2,a4,e2,g8,h3,B,d5,g7,g5,f4,b2,g3,f8,b5","f7,d7,g6,c6,g4,f3,d3","false","Ne5","OneKnightOfOnePlayer"
"182","d2,d4,e2,a3,b5,e1,a1,a4,b2,b1,e7,a2,d6,h2,g1,b6,f8,c2,h4,e3,g4,c4,a5,g5,e6,b8,B","d4,d2","true","N","TwoKnightsOfOnePlayer"
"183","b3,b5,f3,f5,e6,c2,b4,e2,c4,c6,f7,d7,a7,b7,a4,d5,h3,d8,e4,c8,f4,g7,,K,a6,d1,f1","e6,c6,f5,b5,f3,b3,c2","false","Nd4","TwoKnightsOfOnePlayer"
"184","e2,d2,c3,f2,h2,b1,h4,g2,g1,b3,h1,h3,a3,f1,f7,b2,a2,d8,g7,c1,f6,e1,h8,c4,a4,h5,g4","e2,d2","true","N","TwoKnightsOfOnePlayer"
"185","g3,d4,g1,c3,c1,f4,b4,a3,f3,h5,c4,g2,g4,b5,e7,h2,g5,e4,b1,c2,e3,e1,d2,a7,B,a1,f2","g3","true","Ne2","TwoKnightsOfOnePlayer"
"186","e4,f8,e2,c3,a6,g5,f2,h1,f6,h8,g1,g2,f1,g7,e5,a4,b3,h4,h5,c1,c7,d1,a7,e3,c6,b8,b7","f8,e4,e2","true","N","ThreeKnightsOfOnePlayer"
"187","h7,g6,e6,d7,g8,f7,b5,f5,c4,c2,a8,e8,c8,h5,d6,d3,d5,d8,a6,g2,b7,h6,g7,a4,B,e7,f3","h7,d7,g6,e6","true","Nf8","ThreeKnightsOfOnePlayer"
"188","b8,b1,c6,d3,a4,d2,c8,e4,g4,d1,g8,d4,h8,g1,f3,a3,h3,h2,b6,f5,d5,h5,d8,c3,h1,c4,h4","b8,c6,b1","true","N","ThreeKnightsOfOnePlayer"
"189","a6,c6,d7,e6,d6,a7,b7,b5,b6,f7,b3,a8,e8,c2,f3,c4,d3,e5,c8,g8,f8,g6,K,g4,N,e2,c7","d7,a6","false","Nb8","ThreeKnightsOfOnePlayer"
"190","e2,d2,g1,g2,f2,h2,c3,h4,b1,h1,b2,e1,a3,f1,f3,g4,a2,g5,f6,c2,g7,e8,g8,h5,c7,c6,a7","d2","false","N","OneOfTwoKnightsHasALegalMove"
"191","e4,f3,c4,f1,b1,b3,h3,d1,g2,h1,d5,b5,a4,f5,c2,a2,b4,h7,f7,a6,g6,g4,g1,c6,N,b7,c8","e4,c4,f3,f1,b1","true","Nd2","OneOfTwoKnightsHasALegalMove"
"192","b8,b5,f6,d8,e8,d7,g4,e2,h5,e6,h8,h2,b1,c3,g2,e7,f7,a5,c5,a3,g1,e1,a4,f8,f3,f5,c7","b8","true","N","AfterPromotionToKnight"
"193","d7,c6,a6,b7,b6,e8,a8,g4,f3,f7,g8,b3,d5,d3,b5,e6,c8,c4,a7,e4,a4,g6,f8,c7,h7,B,h5","c6,a6","false","Nb8","AfterPromotionToKnight"
