"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pd2d4 Pd7d6 Pc2c3 Pc7c6 Nb1d2 Ng8f6 Pe2e3 Pg7g6 Ng1f3 Bf8g7 Bf1e2 Ke8g8 Ke1g1 Nb8d7 Pa2a4 Pa7a5 Pb2b4 Pa5b4 Pc3b4 Ra8a4 Ra1a4 Qd8c7 Ra4a8 Pb7b6 Ph2h3 Pe7e5 Pd4e5 Pd6e5 Nd2c4 Pe5e4 Nf3d4 Bc8b7 Ra8a7 Rf8e8 Bc1b2 Nd7f8 Be2g4 Ph7h5 Bg4e2 Nf8e6 Nd4e6 Pf7e6 Nc4d6 Re8e7 Nd6b7 Qc7b7 Bb2f6 Bg7f6 Be2a6 Qb7c7 Qd1d6 Kg8h7 Pb4b5 Bf6e5 Qd6d7 Qc7d7 Ra7d7 Re7d7 Ba6c4 Pc6c5 Rf1b1 Pg6g5 Pg2g3 Ph5h4 Pg3g4 Be5d4 Pe3d4 Pc5d4 Rb1b4 Pe6e5 Bc4e2 Rd7d6 Pf2f3 Kh7g6 Kg1g2 Kg6f6 Kg2f2 Kf6e5 Rb4a4 Pe4e3","58","path obstruction","Pd2d4 Pd7d6 Pc2c3 Pc7c6 Nb1d2 Ng8f6 Pe2e3 Pg7g6 Ng1f3 Bf8g7 Bf1e2 Ke8g8 Ke1g1 Nb8d7 Pa2a4 Pa7a5 Pb2b4 Pa5b4 Pc3b4 Ra8a4 Ra1a4 Qd8c7 Ra4a8 Pb7b6 Ph2h3 Pe7e5 Pd4e5 Pd6e5 Nd2c4 Pe5e4 Nf3d4 Bc8b7 Ra8a7 Rf8e8 Bc1b2 Nd7f8 Be2g4 Ph7h5 Bg4e2 Nf8e6 Nd4e6 Pf7e6 Nc4d6 Re8e7 Nd6b7 Qc7b7 Bb2f6 Bg7f6 Be2a6 Qb7c7 Qd1d6 Kg8h7 Pb4b5 Bf6e5 Qd6d7 Qc7d7 Ra7d7 Re7d7 Ba6c4","75 6 32 34 6 37 36 6 24 25 6 29 28 5 15 32 5 62 52 6 40 41 6 61 60 5 55 49 4 54 61 4 47 40 1 46 62 1 39 55 5 22 37 6 8 10 6 13 11 6 16 18 6 11 18 6 25 18 3 14 10 3 7 10 2 38 29 3 10 14 6 21 20 6 64 65 6 45 43 6 34 43 6 36 43 5 32 26 6 43 42 5 49 34 4 30 21 3 14 13 3 54 46 4 23 16 5 37 54 4 40 58 6 69 67 4 58 40 5 54 44 5 34 44 6 53 44 5 26 36 3 46 45 5 36 21 2 29 21 4 16 52 4 61 52 4 40 12 2 21 29 2 31 36 1 62 69 6 18 19 4 52 43 2 36 37 2 29 37 3 13 37 3 45 37 4 12 26 6 28 27 3 47 15 6 60 59 6 56 57 6 67 66 6 57 58 4 43 34 6 41 34 6 27 34 3 15 18 6 44 43 4 26 40 3 37 36 6 48 49 1 69 60 1 55 56 1 60 52 1 56 48 1 52 43 3 18 10 6 42 41"
"Pg2g4 Pe7e6 Pc2c3 Pc7c6 Pd2d4 Pd7d5 Ng1f3 Pb7b6 Nb1d2 Bc8b7 Bf1g2 Nb8d7 Ke1g1 Bf8e7 Pa2a3 Ng8f6 Pb2b4 Ke8g8 Qd1c2 Ra8c8 Bc1b2 Pc6c5 Pb4c5 Pb6c5 Rf1c1 Pc5d4 Pc3d4 Rc8c2 Rc1c2 Nf6e4 Nd2e4 Pd5e4 Nf3e5 Bb7d5 Ra1c1 Be7d6 Pf2f4 Nd7e5 Pf4e5 Bd6e5 Pd4e5 Qd8b6 Kg1h1 Qb6c6 Rc2c6 Bd5c6 Bg2e4 Bc6e4 Kh1g1 Rf8c8 Rc1c8 Be4d5 Rc8b8 Kg8f8 Ph2h3 Bd5c6 Pa3a4 Pa7a6 Bb2d4 Pf7f6 Pe5f6 Pg7f6 Bd4f6 Kf8f7 Rb8c8 Bc6a4 Bf6e5 Ba4d7 Rc8c7 Kf7g6 Be5f4 Bd7c6 Kg1f2 Bc6g2 Kf2e3 Kg6f5 Ke3d4 Bg2h3 Rc7h7 Bh3g4","51","no error","Pg2g4 Pe7e6 Pc2c3 Pc7c6 Pd2d4 Pd7d5 Ng1f3 Pb7b6 Nb1d2 Bc8b7 Bf1g2 Nb8d7 Ke1g1 Bf8e7 Pa2a3 Ng8f6 Pb2b4 Ke8g8 Qd1c2 Ra8c8 Bc1b2 Pc6c5 Pb4c5 Pb6c5 Rf1c1 Pc5d4 Pc3d4 Rc8c2 Rc1c2 Nf6e4 Nd2e4 Pd5e4 Nf3e5 Bb7d5 Ra1c1 Be7d6 Pf2f4 Nd7e5 Pf4e5 Bd6e5 Pd4e5 Qd8b6 Kg1h1 Qb6c6 Rc2c6 Bd5c6 Bg2e4 Bc6e4 Kh1g1 Rf8c8 Rc1c8 Be4d5","75 6 56 58 6 45 44 6 24 25 6 29 28 6 32 34 6 37 35 5 55 49 6 21 20 5 15 32 4 30 21 4 47 56 5 22 37 1 39 55 4 54 45 6 8 9 5 62 52 6 16 18 1 46 62 2 31 24 3 14 30 4 23 16 6 28 27 6 18 27 6 20 27 3 47 23 6 27 34 6 25 34 3 30 24 3 23 24 5 52 42 5 32 42 6 35 42 5 49 43 4 21 35 3 7 23 4 45 36 6 48 50 5 37 43 6 50 43 4 36 43 6 34 43 2 38 20 1 55 63 2 20 28 3 24 28 4 35 28 4 56 42 4 28 42 1 63 55 3 54 30 3 23 30 4 42 35 3 30 22 1 62 54 6 64 65 4 35 28 6 9 10 6 13 12 4 16 34 6 53 52 6 43 52 6 61 52 4 34 52 1 54 53 3 22 30 4 28 10 4 52 43 4 10 37 3 30 29 1 53 60 4 43 50 4 37 28 1 55 48 4 28 56 1 48 41 1 60 51 1 41 34 4 56 65 3 29 69 4 65 58"
"Pe2e4 Pa7a6 Pd2d4 Pd7d6 Pd4d5 Pg7g6 Ng1f3 Bf8g7 Nb1c3 Pc7c5 Pe4e5 Pd6e5 Nf3e5 Bg7e5 Bc1g5 Be5f6 Bg5f6 Ng8f6 Qd1f3 Ke8g8 Ke1c1 Nb8d7 Bf1c4 Nd7b6 Bc4b3 Qd8d6 Qf3h3 Nf6h5 Rh1e1 Pe7e6 Pd5e6 Bc8e6 Bb3e6 Pf7e6 Qh3e6 Qd6e6 Re1e6 Ra8e8 Re6e8 Rf8e8 Nc3d5 Nb6d5 Rd1d5 Nh5f4 Rd5d7 Nf4e2 Kc1d2 Ne2f4 Rd7b7 Nf4g2 Rb7a7 Ng2f4 Pf2f3 Nf4h3 Ra7a6 Nh3f4 Ra6c6 Re8f8 Ph2h3 Nf4h3 Rc6c5 Rf8f3 Rc5c3 Rf3f4 Kd2e3 Rf4h4 Rc3d3 Nh3f4 Rd3d8 Kg8g7 Rd8d7 Kg7h6 Ke3f2 Rh4h2 Kf2g3 Rh2h5 Kg3g4 Rh5g5 Kg4f4 Rg5h5","80","no error","Pe2e4 Pa7a6 Pd2d4 Pd7d6 Pd4d5 Pg7g6 Ng1f3 Bf8g7 Nb1c3 Pc7c5 Pe4e5 Pd6e5 Nf3e5 Bg7e5 Bc1g5 Be5f6 Bg5f6 Ng8f6 Qd1f3 Ke8g8 Ke1c1 Nb8d7 Bf1c4 Nd7b6 Bc4b3 Qd8d6 Qf3h3 Nf6h5 Rh1e1 Pe7e6 Pd5e6 Bc8e6 Bb3e6 Pf7e6 Qh3e6 Qd6e6 Re1e6 Ra8e8 Re6e8 Rf8e8 Nc3d5 Nb6d5 Rd1d5 Nh5f4 Rd5d7 Nf4e2 Kc1d2 Ne2f4 Rd7b7 Nf4g2 Rb7a7 Ng2f4 Pf2f3 Nf4h3 Ra7a6 Nh3f4 Ra6c6 Re8f8 Ph2h3 Nf4h3 Rc6c5 Rf8f3 Rc5c3 Rf3f4 Kd2e3 Rf4h4 Rc3d3 Nh3f4 Rd3d8 Kg8g7 Rd8d7 Kg7h6 Ke3f2 Rh4h2 Kf2g3 Rh2h5 Kg3g4 Rh5g5 Kg4f4 Rg5h5","75 6 40 42 6 13 12 6 32 34 6 37 36 6 34 35 6 61 60 5 55 49 4 54 61 5 15 25 6 29 27 6 42 43 6 36 43 5 49 43 4 61 43 4 23 59 4 43 52 4 59 52 5 62 52 2 31 49 1 46 62 1 39 23 5 22 37 4 47 26 5 37 20 4 26 17 2 38 36 2 49 65 5 52 67 3 63 39 6 45 44 6 35 44 4 30 44 4 17 44 6 53 44 2 65 44 2 36 44 3 39 44 3 14 46 3 44 46 3 54 46 5 25 35 5 20 35 3 31 35 5 67 50 3 35 37 5 50 40 1 23 32 5 40 50 3 37 21 5 50 56 3 21 13 5 56 50 6 48 49 5 50 65 3 13 12 5 65 50 3 12 28 3 46 54 6 64 65 5 50 65 3 28 27 3 54 49 3 27 25 3 49 50 1 32 41 3 50 66 3 25 33 5 65 50 3 33 38 1 62 61 3 38 37 1 61 68 1 41 48 3 66 64 1 48 57 3 64 67 1 57 58 3 67 59 1 58 50 3 59 67"
"Pc2c3 Pc7c5 Pd2d4 Pd7d5 Pe2e3 Nb8c6 Ng1f3 Pc5d4 Pe3d4 Bc8g4 Ph2h3 Bg4f3 Qd1f3 Qd8d6 Bf1b5 Pa7a6 Bb5c6 Pb7c6 Ke1g1 Pe7e6 Bc1f4 Pc6c5 Pd4c5 Qd6c5 Nb1d2 Pg7g5 Bf4g3 Ph7h5 Pb2b4 Qc5b5 Pa2a4 Qb5c6 Nd2b3 Pa6a5 Pb4b5 Qc6c4 Rf1e1 Ra8c8 Nb3a5 Qc4c3 Re1c1 Qc3a5 Qf3d3 Ng8f6 Qd3e2 Bf8d6 Bg3d6 Qa5c3 Rc1c2 Qc3d4 Bd6e5 Qd4b6 Pb5b6 Rh8g8 Pb6b7 Ke8e7 Be5f6 Ke7f6 Qb7c8 Kf6g7 Qc8d7 Rg8b8 Rc2c7 Pg5g4 Ph3h4 Pf7f6 Qe2e6 Rb8f8 Qe6e3 Rf8e8 Qe3d2 Re8e2 Qd2d1 Re2c2 Qd1c2 Kg7g6 Qc2c6 Kg6f5 Qc6d5 Kf5e5","52","path obstruction","Pc2c3 Pc7c5 Pd2d4 Pd7d5 Pe2e3 Nb8c6 Ng1f3 Pc5d4 Pe3d4 Bc8g4 Ph2h3 Bg4f3 Qd1f3 Qd8d6 Bf1b5 Pa7a6 Bb5c6 Pb7c6 Ke1g1 Pe7e6 Bc1f4 Pc6c5 Pd4c5 Qd6c5 Nb1d2 Pg7g5 Bf4g3 Ph7h5 Pb2b4 Qc5b5 Pa2a4 Qb5c6 Nd2b3 Pa6a5 Pb4b5 Qc6c4 Rf1e1 Ra8c8 Nb3a5 Qc4c3 Re1c1 Qc3a5 Qf3d3 Ng8f6 Qd3e2 Bf8d6 Bg3d6 Qa5c3 Rc1c2 Qc3d4 Bd6e5 Qd4b6 Pb5b6","75 6 24 25 6 29 27 6 32 34 6 37 35 6 40 41 5 22 28 5 55 49 6 27 34 6 41 34 4 30 58 6 64 65 4 58 49 2 31 49 2 38 36 4 47 19 6 13 12 4 19 28 6 21 28 1 39 55 6 45 44 4 23 50 6 28 27 6 34 27 2 36 27 5 15 32 6 61 59 4 50 57 6 69 67 6 16 18 2 27 19 6 8 10 2 19 28 5 32 17 6 12 11 6 18 19 2 28 26 3 47 39 3 14 30 5 17 11 2 26 25 3 39 23 2 25 11 2 49 33 5 62 52 2 33 40 4 54 36 4 57 36 2 11 25 3 23 24 2 25 34 4 36 43 2 34 20 6 19 20 3 70 62 6 20 21 1 46 45 4 43 52 1 45 52 2 21 30 1 52 61 2 30 37 3 62 22 3 24 29 6 59 58 6 65 66 6 53 52 2 40 44 3 22 54 2 44 41 3 54 46 2 41 32 3 46 40 2 32 31 3 40 24 2 31 24 1 61 60 2 24 28 1 60 51 2 28 35 1 51 43"
"Pe2e4 Pc7c5 Pd2d3 Pa7a5 Ph2h4 Pb7b5 Ng1f3 Pd7d6 Pg2g4 Bc8g4 Bf1g2 Pb5b4 Nb1d2 Nb8c6 Ke1g1 Nc6d4 Rf1e1 Qd8d7 Nd2c4 Pa5a4 Nc4d2 Nd4c2 Re1e2 Nc2a1 Re2e1 Na1c2 Bg2f1 Nc2d4 Pb2b3 Nd4f3 Bf1g2 Nf3d2 Bg2f1 Nd2f1 Kg1f1 Pa4b3 Pa2b3 Qd7b5 Bc1e3 Ra8a3 Be3d2 Ra3b3 Bd2c1 Rb3d3 Bc1d2 Pb4b3 Bd2c1 Rd3d1 Re1d1 Ph7h5 Bc1d2 Ph5g4 Pf2f3 Pg4f3 Kf1f2 Pf3f2 Kf2f1 Qf2g1 Kf1e2 Qg1d1 Ke2d1 Qb5e2 Kd1c2 Pg7g5 Ph4g5 Bf8g7 Bd2c3 Bg7c3 Kc2c3 Pf7f6 Kc3b3 Pf6g5 Kb3c3 Qe2d3 Kc3d3 Pg5g4 Kd3e3 Pg4g3 Ke3e2 Pg3g2","30","pseudolegal","Pe2e4 Pc7c5 Pd2d3 Pa7a5 Ph2h4 Pb7b5 Ng1f3 Pd7d6 Pg2g4 Bc8g4 Bf1g2 Pb5b4 Nb1d2 Nb8c6 Ke1g1 Nc6d4 Rf1e1 Qd8d7 Nd2c4 Pa5a4 Nc4d2 Nd4c2 Re1e2 Nc2a1 Re2e1 Na1c2 Bg2f1 Nc2d4 Pb2b3 Nd4f3 Bf1g2","75 6 40 42 6 29 27 6 32 33 6 13 11 6 64 66 6 21 19 5 55 49 6 37 36 6 56 58 4 30 58 4 47 56 6 19 18 5 15 32 5 22 28 1 39 55 5 28 34 3 47 39 2 38 37 5 32 26 6 11 10 5 26 32 5 34 24 3 39 40 5 24 7 3 40 39 5 7 24 4 56 47 5 24 34 6 16 17 5 34 49 4 47 56 5 49 32 4 56 47 5 32 47 1 55 47 6 10 17 6 8 17 2 37 19 4 23 41 3 14 9 4 41 32 3 9 17 4 32 23 3 17 33 4 23 32 6 18 17 4 32 23 3 33 31 3 39 31 6 69 67 4 23 32 6 67 58 6 48 49 6 58 49 1 47 48 6 49 48 1 48 47 2 48 55 1 47 40 2 55 31 1 40 31 2 19 40 1 31 24 6 61 59 6 66 59 4 54 61 4 32 25 4 61 25 1 24 25 6 53 52 1 25 17 6 52 59 1 17 25 2 40 33 1 25 33 6 59 58 1 33 41 6 58 57 1 41 40 6 57 56"
"Ng1f3 Pg7g6 Pe2e4 Pc7c5 Pe4e5 Pd7d6 Pd2d4 Pc5d4 Nf3d4 Pd6e5 Nb1c3 Ng8f6 Bc1e3 Qd8d4 Be3d4 Pe5d4 Qd1d4 Nb8c6 Qd4d1 Bf8g7 Bf1b5 Ke8g8 Bb5c6 Pb7c6 Ke1g1 Bc8g4 Ph2h3 Bg4e6 Nc3e2 Ra8d8 Qd1c1 Nf6d5 Pa2a3 Pc6c5 Ne2f4 Nd5f4 Qc1f4 Bg7e5 Qf4e3 Be5d4 Qe3f3 Bd4b2 Ra1b1 Be6d5 Qf3g3 Bb2d4 Pc2c3 Bd4g7 Rb1b7 Pc5c4 Rf1b1 Rd8b8 Rb7b8 Rf8b8 Rb1b8 Bg7f8 Rb8b7 Pe7e6 Qg3b8 Pe6e5 Qb8c7 Pe5e4 Qc7c8 Kg8g7 Rb7b8 Bd5e6 Qc8c7 Be6f5 Qc7a7 Kg7f6 Pa3a4 Pe4e3 Pf2e3 Bf8c5 Qa7c5 Pg6g5 Pa4a5 Kf6g6 Pa5a6 Kg6h5","80","no error","Ng1f3 Pg7g6 Pe2e4 Pc7c5 Pe4e5 Pd7d6 Pd2d4 Pc5d4 Nf3d4 Pd6e5 Nb1c3 Ng8f6 Bc1e3 Qd8d4 Be3d4 Pe5d4 Qd1d4 Nb8c6 Qd4d1 Bf8g7 Bf1b5 Ke8g8 Bb5c6 Pb7c6 Ke1g1 Bc8g4 Ph2h3 Bg4e6 Nc3e2 Ra8d8 Qd1c1 Nf6d5 Pa2a3 Pc6c5 Ne2f4 Nd5f4 Qc1f4 Bg7e5 Qf4e3 Be5d4 Qe3f3 Bd4b2 Ra1b1 Be6d5 Qf3g3 Bb2d4 Pc2c3 Bd4g7 Rb1b7 Pc5c4 Rf1b1 Rd8b8 Rb7b8 Rf8b8 Rb1b8 Bg7f8 Rb8b7 Pe7e6 Qg3b8 Pe6e5 Qb8c7 Pe5e4 Qc7c8 Kg8g7 Rb7b8 Bd5e6 Qc8c7 Be6f5 Qc7a7 Kg7f6 Pa3a4 Pe4e3 Pf2e3 Bf8c5 Qa7c5 Pg6g5 Pa4a5 Kf6g6 Pa5a6 Kg6h5","75 5 55 49 6 61 60 6 40 42 6 29 27 6 42 43 6 37 36 6 32 34 6 27 34 5 49 34 6 36 43 5 15 25 5 62 52 4 23 41 2 38 34 4 41 34 6 43 34 2 31 34 5 22 28 2 34 31 4 54 61 4 47 19 1 46 62 4 19 28 6 21 28 1 39 55 4 30 58 6 64 65 4 58 44 5 25 40 3 14 38 2 31 23 5 52 35 6 8 9 6 28 27 5 40 50 5 35 50 2 23 50 4 61 43 2 50 41 4 43 34 2 41 49 4 34 16 3 7 15 4 44 35 2 49 57 4 16 34 6 24 25 4 34 61 3 15 21 6 27 26 3 47 15 3 38 22 3 21 22 3 54 22 3 15 22 4 61 54 3 22 21 6 45 44 2 57 22 6 44 43 2 22 29 6 43 42 2 29 30 1 62 61 3 21 22 4 35 44 2 30 29 4 44 51 2 29 13 1 61 52 6 9 10 6 42 41 6 48 41 4 54 27 2 13 27 6 60 59 6 10 11 1 52 60 6 11 12 1 60 67"
"Ng1f3 Pf7f6 Pd2d4 Pf6f5 Bc1g5 Pd7d6 Pe2e3 Ph7h6 Bg5h4 Nb8c6 Bf1b5 Bc8d7 Nb1c3 Pa7a6 Bb5c6 Bd7c6 Ke1g1 Pg7g5 Bh4g3 Pf5f4 Pe3f4 Pg5f4 Bg3f4 Bc6f3 Pg2f3 Qd8d7 Pd4d5 Qd7h3 Qd1e2 Qh3d7 Pf3f4 Ke8c8 Pf4f5 Bf8g7 Qe2g4 Bg7c3 Pb2c3 Ng8f6 Qg4g6 Rd8g8 Qg6f6 Pe7f6 Ra1e1 Qd7f5 Re1e6 Rg8f8 Re6f6 Qf5c2 Ph2h4 Rf8f7 Rf6f7 Qc2c3 Rf7f8 Rh8f8 Ph4h5 Qc3c6 Pf2f4 Qc6d5 Kg1f2 Qd5a2 Kf2e3 Qa2e6 Ke3d3 Qe6h3 Kd3d4 Rf8f4 Kd4d5 Qh3h5 Bg3f4 Qh5h4 Bf4g3 Qh4h5 Kd5d4 Qh5h2 Bg3h2 Kc8d7 Kd4e4 Pc7c6 Ke4f5 Pc6c5","30","path obstruction","Ng1f3 Pf7f6 Pd2d4 Pf6f5 Bc1g5 Pd7d6 Pe2e3 Ph7h6 Bg5h4 Nb8c6 Bf1b5 Bc8d7 Nb1c3 Pa7a6 Bb5c6 Bd7c6 Ke1g1 Pg7g5 Bh4g3 Pf5f4 Pe3f4 Pg5f4 Bg3f4 Bc6f3 Pg2f3 Qd8d7 Pd4d5 Qd7h3 Qd1e2 Qh3d7 Pf3f4","75 5 55 49 6 53 52 6 32 34 6 52 51 4 23 59 6 37 36 6 40 41 6 69 68 4 59 66 5 22 28 4 47 19 4 30 37 5 15 25 6 13 12 4 19 28 4 37 28 1 39 55 6 61 59 4 66 57 6 51 50 6 41 50 6 59 50 4 57 50 4 28 49 6 56 49 2 38 37 6 34 35 2 37 65 2 31 40 2 65 37 6 49 50 1 46 30 6 50 51 4 54 61 2 40 58 4 61 25 6 16 25 5 62 52 2 58 60 3 38 62 2 60 52 6 45 52 3 7 39 2 37 51 3 39 44 3 62 54 3 44 52 2 51 24 6 64 66 3 54 53 3 52 53 2 24 25 3 53 54 3 70 54 6 66 67 2 25 28 6 48 50 2 28 35 1 55 48 2 35 8 1 48 41 2 8 44 1 41 33 2 44 65 1 33 34 3 54 50 1 34 35 2 65 67 4 57 50 2 67 66 4 50 57 2 66 67 1 35 34 2 67 64 4 57 64 1 30 37 1 34 42 6 29 28 1 42 51 6 28 27"
"Pd2d3 Pd7d5 Ph2h3 Pc7c5 Ng1f3 Pe7e6 Bc1g5 Nb8c6 Pe2e3 Pf7f6 Bg5h4 Pg7g5 Bh4g3 Pg5g4 Ph3g4 Bc8d7 Nf3d2 Qd8e7 Pc2c3 Ke8c8 Nd2b3 Pb7b6 Pf2f3 Bf8h6 Pd3d4 Pc5c4 Nb3d2 Rd8f8 Pb2b3 Pc4b3 Pa2b3 Nc6a5 Nd2b1 Na5c6 Qd1a4 Qe7a3 Qa4a3 Bh6e3 Bg3f2 Ph7h6 Bf2e3 Ph6h5 Pg4g5 Pf6g5 Be3g5 Ng8f6 Bg5f6 Rf8f6 Bf1d3 Rh8g8 Ke1f2 Kc8b7 Nb1d2 Rg8g2 Kf2f1 Rg2g5 Pf3f4 Rg5g4 Ra1a2 Ph5h4 Ra2b2 Ph4h3 Kf1f2 Nc6e7 Kf2e3 Bd7c6 Ke3f2 Rg4g6 Nd2f3 Rf6f4 Nf3e5 Rg6g2 Rh1h2 Rf4f6 Rh2g2 Ph3g2 Rb2g2 Rf6g6 Qa3e7 Kb7a6","32","path obstruction","Pd2d3 Pd7d5 Ph2h3 Pc7c5 Ng1f3 Pe7e6 Bc1g5 Nb8c6 Pe2e3 Pf7f6 Bg5h4 Pg7g5 Bh4g3 Pg5g4 Ph3g4 Bc8d7 Nf3d2 Qd8e7 Pc2c3 Ke8c8 Nd2b3 Pb7b6 Pf2f3 Bf8h6 Pd3d4 Pc5c4 Nb3d2 Rd8f8 Pb2b3 Pc4b3 Pa2b3 Nc6a5 Nd2b1","75 6 32 33 6 37 35 6 64 65 6 29 27 5 55 49 6 45 44 4 23 59 5 22 28 6 40 41 6 53 52 4 59 66 6 61 59 4 66 57 6 59 58 6 65 58 4 30 37 5 49 32 2 38 45 6 24 25 1 46 30 5 32 17 6 21 20 6 48 49 4 54 68 6 33 34 6 27 26 5 17 32 3 38 54 6 16 17 6 26 17 6 8 17 5 28 11 5 32 15 5 11 28 2 31 10 2 45 9 2 10 9 4 68 41 4 57 48 6 69 68 4 48 41 6 68 67 6 58 59 6 52 59 4 41 59 5 62 52 4 59 52 3 54 52 4 47 33 3 70 62 1 39 48 1 30 21 5 15 32 3 62 56 1 48 47 3 56 59 6 49 50 3 59 58 3 7 8 6 67 66 3 8 16 6 66 65 1 47 48 5 28 45 1 48 41 4 37 28 1 41 48 3 58 60 5 32 49 3 52 50 5 49 43 3 60 56 3 63 64 3 50 52 3 64 56 6 65 56 3 16 56 3 52 60 2 9 45 1 21 12"
"Pe2e4 Nb8c6 Pf2f4 Pg7g6 Pd2d4 Pd7d6 Pd4d5 Nc6b8 Ng1f3 Pe7e6 Nb1c3 Pe6d5 Nc3d5 Pc7c6 Nd5c3 Bf8g7 Bf1c4 Ng8e7 Ke1g1 Ke8g8 Qd1d3 Pd6d5 Pe4d5 Pc6d5 Bc4b3 Pa7a6 Bc1d2 Pb7b5 Bd2e3 Bc8b7 Ra1d1 Pd5d4 Nf3d4 Qd8c8 Nd4f3 Nb8c6 Be3c5 Rf8e8 Bc5e7 Nc6e7 Qd3d6 Ne7d5 Nc3d5 Bb7d5 Qd6d5 Ra8d8 Qd5e5 Bg7e5 Nf3e5 Qc8c2 Bb3c2 Rd8d1 Rf1d1 Re8e5 Rd1d7 Re5e2 Bc2b3 Pa6a5 Ph2h3 Kg8f8 Pg2g4 Kf8e7 Rd7a7 Ke7d6 Ra7a5 Re2b2 Ra5b5 Kd6c6 Rb5b4 Pf7f6 Bb3d5 Kc6d6 Rb4b6 Kd6e5 Rb6b5 Ke5d4 Rb5b4 Kd4e3 Pa2a4 Ph7h5","45","path obstruction","Pe2e4 Nb8c6 Pf2f4 Pg7g6 Pd2d4 Pd7d6 Pd4d5 Nc6b8 Ng1f3 Pe7e6 Nb1c3 Pe6d5 Nc3d5 Pc7c6 Nd5c3 Bf8g7 Bf1c4 Ng8e7 Ke1g1 Ke8g8 Qd1d3 Pd6d5 Pe4d5 Pc6d5 Bc4b3 Pa7a6 Bc1d2 Pb7b5 Bd2e3 Bc8b7 Ra1d1 Pd5d4 Nf3d4 Qd8c8 Nd4f3 Nb8c6 Be3c5 Rf8e8 Bc5e7 Nc6e7 Qd3d6 Ne7d5 Nc3d5 Bb7d5 Qd6d5 Ra8d8","75 6 40 42 5 22 28 6 48 50 6 61 60 6 32 34 6 37 36 6 34 35 5 28 22 5 55 49 6 45 44 5 15 25 6 44 35 5 25 35 6 29 28 5 35 25 4 54 61 4 47 26 5 62 45 1 39 55 1 46 62 2 31 33 6 36 35 6 42 35 6 28 35 4 26 17 6 13 12 4 23 32 6 21 19 4 32 41 4 30 21 3 7 31 6 35 34 5 49 34 2 38 30 5 34 49 5 22 28 4 41 27 3 54 46 4 27 45 5 28 45 2 33 36 5 45 35 5 25 35 4 21 35 2 36 35 3 14 38 2 35 43 4 61 43 5 49 43 2 30 24 4 17 24 3 38 31 3 47 31 3 46 43 3 31 37 3 43 40 4 24 17 6 12 11 6 64 65 1 62 54 6 56 58 1 54 45 3 37 13 1 45 36 3 13 11 3 40 16 3 11 19 1 36 28 3 19 18 6 53 52 4 17 35 1 28 36 3 18 20 1 36 43 3 20 19 1 43 34 3 19 18 1 34 41 6 8 10 6 69 67"
"Pc2c3 Ng8f6 Ng1f3 Pd7d5 Pd2d4 Pe7e6 Ph2h3 Ph7h6 Nb1d2 Pc7c5 Pe2e3 Nb8c6 Bf1b5 Pc5d4 Pe3d4 Bf8d6 Ke1g1 Bc8d7 Nf3e5 Bd6e5 Pd4e5 Nf6e4 Nd2e4 Pd5e4 Qd1h5 Qd8e7 Ph3h4 Bd7b5 Pc3c4 Bb5c4 Rf1d1 Bc4d5 Bc1e3 Pg7g6 Qh5h6 Ra8d8 Qh6g7 Rh8h4 Qg7f6 Qe7f6 Pe5f6 Bd5e6 Rd1d8 Nc6d8 Ra1e1 Pb7b6 Pg2g3 Rh4h1 Kg1g2 Rh1e1 Be3h6 Re1e2 Bh6f4 Nd8c6 Pb2b3 Ke8d7 Pa2a4 Kd7d8 Kg2f1 Re2c2 Kf1g2 Kd8d7 Pg3g4 Rc2b2 Pg4g5 Kd7e7 Kg2g3 Rb2b3 Kg3h4 Rb3b4 Bf4e3 Pa7a5 Be3d2 Rb4d4 Bd2e3 Rd4d3 Pf2f4 Rd3d6 Kh4g3 Rd6d3","27","path obstruction","Pc2c3 Ng8f6 Ng1f3 Pd7d5 Pd2d4 Pe7e6 Ph2h3 Ph7h6 Nb1d2 Pc7c5 Pe2e3 Nb8c6 Bf1b5 Pc5d4 Pe3d4 Bf8d6 Ke1g1 Bc8d7 Nf3e5 Bd6e5 Pd4e5 Nf6e4 Nd2e4 Pd5e4 Qd1h5 Qd8e7 Ph3h4 Bd7b5","75 6 24 25 5 62 52 5 55 49 6 37 35 6 32 34 6 45 44 6 64 65 6 69 68 5 15 32 6 29 27 6 40 41 5 22 28 4 47 19 6 27 34 6 41 34 4 54 36 1 39 55 4 30 37 5 49 43 4 36 43 6 34 43 5 52 42 5 32 42 6 35 42 2 31 67 2 38 45 6 65 66 4 37 19 6 25 26 4 19 26 3 47 31 4 26 35 4 23 41 6 61 60 2 67 68 3 14 38 2 68 61 3 70 66 2 61 52 2 45 52 6 43 52 4 35 44 3 31 38 5 28 38 3 7 39 6 21 20 6 56 57 3 66 63 1 55 56 3 63 39 4 41 68 3 39 40 4 68 50 5 38 28 6 16 17 1 46 37 6 8 10 1 37 38 1 56 47 3 40 24 1 47 56 1 38 37 6 57 58 3 24 16 6 58 59 1 37 45 1 56 57 3 16 17 1 57 66 3 17 18 4 50 41 6 13 11 4 41 32 3 18 34 4 32 41 3 34 33 6 48 50 3 33 36 1 66 57 3 36 33"
