"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"129","d4,d2,f4,a7,g5,g1,c5,b6,f2,h6,c1,g4,b2,g7,c7,c8,e4,e7,d6,c3,g3,d5,-,f3,a5,g2,d3","h6,g5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"130","b4,e2,d2,c4,g5,d3,e4,f1,a4,f5,g2,b1,c1,e3,a5,c7,b7,h5,c5,a8,h1,b6,g6,d7,g4,f3,f4","b4,e2","true","B","OneOfTwoBishopsHasALegalMove"
"131","c3,d2,c5,a3,f8,d6,e7,a5,e1,b5,b3,f6,g7,c6,c7,d4,b8,x,b7,b2,b6,h4,e5,d7,g3,d3,c2","f8,e7,d6,c5,a5,c3,a3,d2,e1","true","Bb4","OneOfTwoBishopsHasALegalMove"
"132","c8,f8,f5,g7,d7,d6,b6,e5,f7,b7,g8,c5,h3,h6,e8,b5,e6,h8,e7,a3,b8,h4,c4,a4,c1,g6,d5","f8,c8","true","B","OneOfTwoBishopsHasALegalMove"
"133","e7,g7,h6,d6,c5,d7,h7,f7,b4,a3,g8,f6,g5,g6,a5,f8,h5,b7,-,h4,e6,c7,e8,h8,a6,f2,a7","e7","true","Bf8","OneOfTwoBishopsHasALegalMove"
"134","b8,e8,f4,c8,d7,b7,e7,c7,c1,d8,g1,h6,a7,h7,h8,a8,f3,a1,g8,a5,g7,a6,e2,g2,f1,d6,g4","e8,b8,f4","true","B","AfterPromotionToBishop"
"135","c6,d7,g6,h5,e6,b5,f7,a4,f3,a6,d3,e2,b3,c4,c8,g4,g8,h3,e4,b7,f5,c7,d5,f6,h7,e7,a2","f7,g6,h5","false","Be8","AfterPromotionToBishop"
"136","c3,f1,c1,e3,d1,a2,b2,a3,d3,c4,f3,g2,g1,g5,e2,b1,g4,f4,f2,e1,h1,d2,c2,e6,d5,h2,g6","c3","true","B","BishopIsPinned"
"137","b4,d2,b2,g7,e5,h8,a1,f6,a5,e1,d4,c3,a2,a4,a3,c1,c5,d5,b3,c8,e3,f8,e7,d3,b1,c2,c7","b4,d2","true","Bc3","BishopIsPinned"
"138","h8,a8,f8,d8,f5,d6,e5,h1,e6,d7,!,e8,x,d5,e2,f7,b5,b8,c8,b6,#,a1,h6,f2,d2,B,c2","h8,a8","true","R","RookAsBlack"
"139","g8,f8,e8,h6,h7,b8,h5,d8,c8,f7,h8,e7,h1,d7,h4,h2,,1-0,c6,f6,-,h3,g6,g7,P,a6,R","g8","true","Rh8","RookAsBlack"
"140","h1,a1,h8,h3,h6,d1,b1,a2,a8,a3,f5,d2,h2,b2,e2,g1,e3,h5,h4,$,e1,0-1,f1,f8,a6,e4,!","h1","true","R","RookUncommonOpening"
"141","h6,g1,h2,h8,h7,h3,f1,d1,h5,b1,e1,h4,h1,g2,e4,g8,c6,x,,a1,c4,R,c3,b7,-,c1,c8","h2","false","Rh1","RookUncommonOpening"
"142","h1,a1,f5,d1,h8,a8,h6,f1,h3,e1,e4,h5,e5,d8,d7,0-1,d6,$,a3,f2,b5,c5,e6,!,e3,a5,h4","h1","true","R","RookUncommonOpening"
"143","h2,f1,h3,g1,h6,h7,e1,h4,h8,h5,d1,f3,c6,d5,e2,,R,g4,g2,c1,b5,b1,-,d3,+,0-1,h1","h2","true","Rh1","RookUncommonOpening"
"144","a1,h1,h8,d1,c3,d3,f1,a8,e3,e1,e2,b2,a2,b6,a3,c5,!,0-1,a7,b1,b5,x,f5,f3,K,d2,e6","h1,a1","true","R","RookUncommonOpening"
"145","g1,f1,d1,e1,b1,c1,h3,a1,h1,h2,0-1,h4,h6,,g2,f2,a3,c2,h7,$,x,a4,N,a2,R,1/2-1/2","g1","true","Rh1","RookUncommonOpening"
"146","f1,a5,d5,a1,d1,e2,h4,c1,e6,f8,e8,a8,c2,d2,d4,a6,c6,g1,b2,b5,#,d7,g6,e3,h7,g3,h8","f1","true","R","RookLategame"
"147","f6,f5,f4,h1,c1,f2,e1,f7,f3,d1,f8,a1,g1,b1,d5,f1,a6,d3,g8,b5,h8,e5,h4,a7,h6,g5,h5","f3,f2,h1,g1,e1,d1","false","Rf1","RookLategame"
"148","d7,f7,f8,e7,c7,f1,b7,g8,e4,d8,a1,d6,b1,e5,e6,e2,b8,e8,h8,a8,h7,g1,R,x,!,d5,a4","d7,b7","false","R","RookLategame"
"149","c7,d8,b7,d6,e7,a7,g7,d1,d5,f7,h7,c8,d2,d3,d4,c1,c6,d7,c5,e8,b8,e6,g4,f5,c4,e1,c2","d8,h7,g7,f7,e7,c7,d6","false","Rd7","RookLategame"
"150","h1,d1,a1,c1,h8,a2,f1,a3,c3,e3,d8,d3,g6,h6,b6,d7,e1,b1,a8,c5,d6,d4,c2,b4,$,d2,f8","h1,d1","true","R","RookAfterCastleQueenSide"
"151","g1,e1,f1,d1,h3,b1,h2,a1,h4,h1,c1,h6,h8,0-1,h5,h7,-,x,g2,g8,,c2,a2,g3,a3,c6,f2","g1","true","Rh1","RookAfterCastleQueenSide"
"152","e1,h1,h6,f1,g1,e3,h3,b1,c1,f2,c3,e2,f8,a3,d2,g8,e8,h4,h8,a6,a1,g5,g3,h7,c4,d1,h5","e1","true","R","OneRookOfOnePlayer"
"153","d1,f1,e2,e4,e3,h1,e5,c1,a1,g1,b1,e6,e8,g3,f2,e7,c3,b4,d2,c4,a5,e1,h4,d3,a8,f3,a3","e8,e7,e6,e5,e4,e3,e2,h1,g1,f1,d1,c1,b1,a1","false","Re1","OneRookOfOnePlayer"
"154","a1,h1,f1,d1,e3,e6,a3,d3,e2,h8,$,b1,e1,c5,+,g1,e5,b3,a8,f6,0-1,d7,f2,f5,g3,d4,e4","h1,a1","true","R","TwoRooksOfOnePlayer"
"155","g1,e1,f1,d1,b1,c1,a1,h4,h3,h2,g2,h7,h8,h5,h1,h6,d5,b7,g4,c8,b8,0-1,f3,d2,e4,f2,c6","g1","true","Rh1","TwoRooksOfOnePlayer"
"156","a1,f1,h1,d1,g1,b1,c1,b4,e4,a3,f8,d4,a4,b5,e1,d3,e5,c4,a2,b2,e2,f5,d5,!,a8,d2,f2","f1,a1","true","R","TwoRooksOfOnePlayer"
"157","c1,e1,d1,b1,a1,f1,c2,f6,f3,x,f5,f8,g1,b4,c8,f7,f4,b3,c5,f2,c7,d8,c3,c6,d7,B,e5","e1","false","Rf1","TwoRooksOfOnePlayer"
"158","f8,g1,d1,f1,g8,c1,e1,a1,h3,h1,h5,h8,h7,f7,a8,g7,e7,g2,b1,g3,f6,h2,d7,d2,a3,g4,f2","f8,g1,d1","true","R","ThreeRooksOfOnePlayer"
"159","f7,h8,f2,f1,f5,e8,a8,f4,f6,g8,f8,f3,d8,c8,b8,g7,d7,h7,e7,h1,c5,g1,a7,h6,b4,e1,h5","h8,g8,e8,d8,c8,f7,f6,f5,f4,f3","false","Rf8","ThreeRooksOfOnePlayer"
"160","c1,b8,h1,f1,d1,d7,b1,e1,h8,c5,c7,b6,f8,a3,a8,c8,c3,h6,e7,a7,a1,d8,b7,g1,h7,h3,f7","b8,h1,c1","true","R","ThreeRooksOfOnePlayer"
"161","b7,a8,a7,b4,c8,b5,b1,d8,b2,b6,d6,b3,f8,h8,c7,b8,e8,g8,f4,e5,e6,g7,a1,g3,+,a4,$","h8,g8,f8,e8,d8,c8,a8,b7,b6,b5,b4","false","Rb8","ThreeRooksOfOnePlayer"
"162","h1,a1,f1,e5,e3,d3,e1,d4,a7,h8,d1,f2,e6,g1,b1,d5,0-1,d6,h4,g4,+,K,f5,g5,a8,h2,e4","h1","true","R","OneOfTwoRooksHasALegalMove"
"163","g1,f1,d1,e1,c1,h3,h4,h6,h2,b1,h8,h7,e8,a1,h1,d8,f8,d5,c8,h5,+,d7,,c6,0-1,c4,B","g1,f1","true","Rh1","OneOfTwoRooksHasALegalMove"
"164","b8,d7,e7,f7,g8,e8,c7,e2,d8,h8,f8,f1,h6,c8,e6,e4,a1,d6,b1,g1,h7,a7,e1,d5,a8,e5,a6","b8,d7","true","R","AfterPromotionToRook"
"165","b6,b7,a8,h8,c8,g8,b3,e8,d8,f8,b1,b5,b4,b2,b8,d6,a7,e5,f4,g3,c7,h1,f6,g5,h7,h2,a5","d8,c8,a8,b7,b6","false","Rb8","AfterPromotionToRook"
"166","b8,g8,b1,d5,f3,g4,g5,c7,d7,h2,f7,d8,h7,e7,-,e5,f6,a7,c8,e8,c6,c2,b7,g6,,g7,h6","g8,b8","true","N","KnightAsBlack"
"167","f6,h6,e7,g7,e4,f5,d7,e5,e6,b6,g4,c3,-,b4,d6,h7,c5,f3,b8,c4,a5,g6,e2,a6,h8,f4,c2","h6,f6","true","Ng8","KnightAsBlack"
"168","b8,d5,f6,d7,c7,e4,g8,b1,a6,h7,e7,c5,h6,e8,b7,g4,c2,e2,a4,f8,e5,h8,e6,b6,b4,a8,d4","b8","true","N","KnightAsBlack"
"169","c6,a6,d7,c5,e7,g4,e2,c7,a7,f3,b5,f7,e4,e5,d3,c3,c8,h6,b6,e8,b7,f5,f1,b3,c4,d6,P","c6,a6","true","Nb8","KnightAsBlack"
"170","b1,g1,h3,a3,d2,f3,e2,d5,e4,h6,b8,c3,h4,c1,c2,a2,f2,e5,h2,b5,c7,g8,g5,g2,d3,g3,a4","g1,b1","true","N","KnightUncommonOpening"
"171","f3,h3,e2,h6,h2,f1,e4,g5,b1,f5,a3,h1,e6,h5,g4,c6,d2,b3,c3,d1,a2,g6,b5,a5,e5,g2,d5","f3","true","Ng1","KnightUncommonOpening"
"172","b1,g1,b3,e2,b8,f6,e5,a3,e4,c1,h3,d2,b4,c3,d4,a1,c2,b5,f3,g8,a2,d5,f2,g5,h4,g4,g2","g1,b1","true","N","KnightUncommonOpening"
"173","f3,h3,e2,h1,f1,b2,d1,g4,h6,d5,c5,b5,c6,c4,f6,e5,g5,N,f5,x,g7,a3,b6,c3,P,,d6","h3,f3","true","Ng1","KnightUncommonOpening"
"174","g1,b1,e4,f5,f3,g8,c3,b8,b5,d4,a3,h3,$,c4,h1,e1,d1,e5,f4,e2,f1,,d5,f6,g5,c1,h4","g1,b1","true","N","KnightUncommonOpening"
"175","f3,e2,h3,g4,c6,f4,f1,b5,h2,d7,h5,g5,g3,c5,d5,c3,f7,a6,e5,f5,d3,,c8,g2,b6,e3,c4","f3,e2","true","Ng1","KnightUncommonOpening"
"176","g1,b1,a3,a6,f1,a2,h3,d5,c3,a4,g8,e5,d4,c1,g5,d2,e4,,c4,f4,h4,b5,g4,f3,h1,e3,c2","g1,b1","true","N","KnightUncommonOpening"
"177","f3,h3,e2,a6,c6,b5,h5,g2,c4,c3,f4,h6,e4,d7,d5,e6,b6,a3,g4,c8,,f1,h2,f6,d3,,h1","h3,f3,e2","true","Ng1","KnightUncommonOpening"
"178","b1,f3,g1,e5,d2,d5,e3,d8,g5,c2,c6,d3,e6,f1,e4,d1,g8,c3,g6,f4,e1,h2,g4,b8,b5,h4,h3","b1","true","N","OneKnightOfOnePlayer"
"179","c3,d2,a3,e4,g5,e7,c5,f3,e3,h6,b4,c4,e1,h3,c6,g1,f2,f4,f8,d4,f6,b7,e2,d3,d6,g3,f1","c3,a3,d2","true","Nb1","OneKnightOfOnePlayer"
"180","e5,b1,d2,g1,f2,b6,b5,e2,g5,-,h1,f1,c5,f3,h4,c3,f7,g2,d6,e6,h3,a3,e4,h2,b3,c6,c1","e5","true","N","OneKnightOfOnePlayer"
"181","g4,d7,c6,f3,d3,c4,g6,f7,e4,b7,b5,h7,b3,e6,a6,e2,c8,c2,d1,a4,a7,f5,N,a8,a2,c3,","f7,d7,g6,c6,g4,f3,d3","false","Ne5","OneKnightOfOnePlayer"
"182","d4,d2,g1,g4,e5,a3,b1,h4,f4,f5,g5,h7,c3,c7,f7,f8,e2,g8,d5,c5,c2,h3,$,g2,e3,b8,+","d4,d2","true","N","TwoKnightsOfOnePlayer"
"183","f3,b5,b3,e2,f5,c6,e6,c2,d7,-,d3,e4,b7,a4,d5,e5,f7,x,c4,a6,g2,g7,b1,d2,d1,c5,h5","e6,c6,f5,b5,f3,b3,c2","false","Nd4","TwoKnightsOfOnePlayer"
"184","e2,d2,b1,g1,f3,h2,g2,h3,f1,e3,f4,a3,g3,f2,h4,h5,e1,h1,g4,c2,c1,b3,b8,g8,b2,h7,d5","e2,d2","true","N","TwoKnightsOfOnePlayer"
"185","d4,g3,c3,f4,g1,c1,f3,a3,b4,b1,e1,f1,d2,c4,e3,f2,g5,d1,b2,d3,g4,b5,a1,e7,P,h5,a7","g3","false","Ne2","TwoKnightsOfOnePlayer"
"186","f8,e4,e2,g1,c3,f7,d5,c4,b1,d7,f2,f1,e7,b7,a3,g8,h3,a8,f6,e3,c1,g3,b8,f5,e6,a6,b3","f8,e4,e2","true","N","ThreeKnightsOfOnePlayer"
"187","e6,g6,d7,h7,f5,f7,b5,f3,g7,c6,c8,c4,h5,g8,e8,b7,d5,a6,g4,e7,d3,c2,f1,d6,g2,h6,h8","h7,d7,g6,e6","true","Nf8","ThreeKnightsOfOnePlayer"
"188","b8,b1,c6,c7,c3,b5,c8,g1,e7,a8,f3,b6,e4,a7,g8,d8,d1,a6,a5,d6,g4,b3,e1,e5,h8,e6,a3","b8,c6,b1","true","N","ThreeKnightsOfOnePlayer"
"189","d7,c6,a6,b7,c8,e6,b5,g4,a7,e8,a8,d3,c7,b3,e2,f5,c4,d6,a4,d5,g6,f7,f3,$,f1,f4,d8","d7,a6","false","Nb8","ThreeKnightsOfOnePlayer"
"190","e2,b1,g1,d2,a3,c2,f1,f2,c3,h2,h4,f3,g2,g3,h1,b2,a2,d5,e3,d1,c1,b7,g8,N,K,b3,B","d2","false","N","OneOfTwoKnightsHasALegalMove"
"191","f3,f1,e4,b3,c4,b1,h3,g1,g2,f5,h1,a6,a4,-,b5,x,g6,e6,d5,a2,d1,d3,1-0,f4,c2,e1,c6","e4,c4,f3,f1,b1","false","Nd2","OneOfTwoKnightsHasALegalMove"
"192","b8,g8,g1,h6,b1,f6,a8,h8,h3,e7,e8,e2,b5,c7,h7,a7,g4,g7,a1,e5,a5,c5,h4,c8,f3,d2,e4","b8","true","N","AfterPromotionToKnight"
"193","c6,a6,d7,e8,b7,c8,d6,c7,e6,a7,a8,b5,b3,b6,e5,g4,f4,d5,f6,f5,f8,d8,g3,c5,f7,g8,h8","c6,a6","true","Nb8","AfterPromotionToKnight"
