train/global_step,GPT2_V32_350k_4E_xLAN - legal piece moves accuracy,GPT2_V32_350k_4E_xLAN - hard position accuracy,GPT2_V32_350k_4E_xLAN - average correct plies,GPT2_V31_350k_4E_xLANplus - legal piece moves accuracy,GPT2_V31_350k_4E_xLANplus - hard position accuracy,GPT2_V31_350k_4E_xLANplus - average correct plies,GPT2_V30_71k_4E_xLANplus - legal piece moves accuracy,GPT2_V30_71k_4E_xLANplus - hard position accuracy,GPT2_V30_71k_4E_xLANplus - average correct plies,GPT2_V29_19k_4E_xLANplus - legal piece moves accuracy,GPT2_V29_19k_4E_xLANplus - hard position accuracy,GPT2_V29_19k_4E_xLANplus - average correct plies,GPT2_V28_71k_4E_xLAN - legal piece moves accuracy,GPT2_V28_71k_4E_xLAN - hard position accuracy,GPT2_V28_71k_4E_xLAN - average correct plies,GPT2_V27_19k_4E_xLAN - legal piece moves accuracy,GPT2_V27_19k_4E_xLAN - hard position accuracy,GPT2_V27_19k_4E_xLAN - average correct plies
11000,0.747422680412371,0.671641791044776,6.56,0.793814432989691,0.656716417910448,20.12,0.757731958762887,0.746268656716418,20.25,,,,0.752577319587629,0.686567164179105,14.92,,,
11024,0.745360824742268,0.671641791044776,6.188,0.798969072164949,0.668656716417911,19.95,0.768041237113402,0.708955223880597,18.865,,,,0.757731958762887,0.671641791044777,15.135,,,
11050,0.743298969072165,0.671641791044776,5.816,0.804123711340206,0.680597014925373,19.78,0.778350515463918,0.671641791044776,17.48,,,,0.762886597938144,0.656716417910448,15.35,,,
11100,0.741237113402062,0.671641791044776,5.444,0.809278350515464,0.692537313432836,19.61,0.77319587628866,0.761194029850746,20.62,,,,0.768041237113402,0.626865671641791,14.26,,,
11150,0.739175257731959,0.671641791044776,5.072,0.8144329896907215,0.7044776119402985,19.439999999999998,0.778350515463918,0.73134328358209,20.65,,,,0.768041237113402,0.686567164179105,15.2,,,
11200,0.737113402061856,0.671641791044776,4.7,0.819587628865979,0.716417910447761,19.27,0.783505154639175,0.746268656716418,21.43,,,,0.757731958762887,0.686567164179105,14.51,,,
11250,0.73840206185567,0.686567164179105,5.36,0.814432989690722,0.716417910447761,18.915,0.757731958762887,0.746268656716418,19.32,,,,0.742268041237113,0.716417910447761,14.77,,,
11300,0.739690721649485,0.701492537313433,6.02,0.809278350515464,0.716417910447761,18.56,0.762886597938144,0.701492537313433,17.55,,,,0.747422680412371,0.716417910447761,14.44,,,
11350,0.740979381443299,0.716417910447762,6.68,0.804123711340206,0.716417910447761,18.205,0.783505154639175,0.716417910447761,18.42,,,,0.778350515463918,0.716417910447761,15.31,,,
11400,0.742268041237113,0.73134328358209,7.34,0.798969072164949,0.716417910447761,17.85,0.768041237113402,0.73134328358209,18.93,,,,0.762886597938144,0.701492537313433,16.39,,,
11450,0.740979381443299,0.727611940298508,7.1225,0.801546391752578,0.723880597014925,18.0,0.793814432989691,0.776119402985075,19.76,,,,0.737113402061856,0.686567164179105,15.14,,,
11500,0.739690721649485,0.723880597014926,6.905,0.804123711340206,0.731343283582089,18.15,0.77319587628866,0.746268656716418,17.76,,,,0.742268041237113,0.716417910447761,15.04,,,
11550,0.73840206185567,0.720149253731343,6.6875,0.806701030927835,0.738805970149254,18.3,0.762886597938144,0.746268656716418,22.02,,,,0.762886597938144,0.776119402985075,13.73,,,
11600,0.737113402061856,0.716417910447761,6.47,0.809278350515464,0.746268656716418,18.45,0.77319587628866,0.761194029850746,21.39,,,,0.762886597938144,0.671641791044776,14.32,,,
11650,0.73840206185567,0.716417910447761,6.4375,0.810567010309279,0.75,18.1825,0.752577319587629,0.73134328358209,21.39,,,,0.762886597938144,0.73134328358209,15.0,,,
11700,0.739690721649485,0.716417910447761,6.405,0.811855670103093,0.753731343283582,17.915,0.77319587628866,0.746268656716418,20.62,,,,0.768041237113402,0.701492537313433,15.81,,,
11750,0.740979381443299,0.716417910447761,6.3725,0.813144329896907,0.757462686567164,17.6475,0.762886597938144,0.761194029850746,20.73,,,,0.778350515463918,0.746268656716418,15.36,,,
11800,0.742268041237113,0.716417910447761,6.34,0.814432989690722,0.761194029850746,17.38,0.757731958762887,0.761194029850746,22.8,,,,0.762886597938144,0.746268656716418,15.16,,,
11850,0.733247422680412,0.727611940298507,6.6075,0.810567010309279,0.761194029850746,18.5425,0.77319587628866,0.776119402985075,21.87,,,,0.752577319587629,0.716417910447761,14.21,,,
11900,0.724226804123711,0.738805970149254,6.875,0.806701030927836,0.761194029850746,19.705,0.77319587628866,0.716417910447761,21.46,,,,0.768041237113402,0.73134328358209,16.53,,,
11950,0.71520618556701,0.75,7.1425,0.802835051546392,0.761194029850746,20.8675,0.77319587628866,0.776119402985075,22.07,,,,0.762886597938144,0.701492537313433,15.5,,,
12000,0.706185567010309,0.761194029850746,7.41,0.798969072164949,0.761194029850746,22.03,0.77319587628866,0.746268656716418,21.26,,,,0.747422680412371,0.716417910447761,14.15,,,
12050,0.717783505154639,0.746268656716418,7.8075,0.793814432989691,0.772388059701492,21.6725,0.778350515463918,0.761194029850746,20.79,,,,0.77319587628866,0.73134328358209,14.73,,,
12100,0.729381443298969,0.731343283582089,8.205,0.788659793814434,0.783582089552239,21.315,0.77319587628866,0.746268656716418,22.2,,,,0.783505154639175,0.746268656716418,15.41,,,
12150,0.740979381443299,0.716417910447761,8.6025,0.783505154639176,0.794776119402985,20.9575,0.783505154639175,0.73134328358209,20.49,,,,0.768041237113402,0.716417910447761,15.25,,,
12200,0.752577319587629,0.701492537313433,9.0,0.778350515463918,0.805970149253731,20.6,0.768041237113402,0.641791044776119,19.97,,,,0.768041237113402,0.716417910447761,14.73,,,
12250,0.755154639175258,0.682835820895523,9.3675,0.783505154639176,0.794776119402985,20.5225,0.788659793814433,0.73134328358209,20.58,,,,0.783505154639175,0.746268656716418,15.76,,,
12300,0.757731958762887,0.664179104477612,9.735,0.788659793814434,0.783582089552239,20.445,0.77319587628866,0.716417910447761,20.99,,,,0.768041237113402,0.73134328358209,13.59,,,
12350,0.760309278350515,0.645522388059701,10.1025,0.793814432989691,0.772388059701492,20.3675,0.768041237113402,0.73134328358209,22.47,,,,0.757731958762887,0.701492537313433,14.61,,,
12400,0.762886597938144,0.626865671641791,10.47,0.798969072164949,0.761194029850746,20.29,0.768041237113402,0.716417910447761,21.33,,,,0.762886597938144,0.746268656716418,14.45,,,
12450,0.754639175257732,0.629850746268657,9.788,0.798969072164949,0.761194029850746,20.806,0.768041237113402,0.73134328358209,21.31,,,,0.757731958762887,0.716417910447761,15.26,,,
12460,0.74639175257732,0.632835820895522,9.106,0.798969072164949,0.761194029850746,21.322,0.768041237113402,0.716417910447762,20.945,,,,0.757731958762887,0.708955223880597,16.085,,,
12500,0.738144329896907,0.635820895522388,8.424,0.798969072164949,0.761194029850746,21.838,0.768041237113402,0.701492537313433,20.58,,,,0.757731958762887,0.701492537313433,16.91,,,
12550,0.729896907216495,0.6388059701492534,7.741999999999999,0.798969072164949,0.761194029850746,22.354,0.793814432989691,0.701492537313433,20.23,,,,0.747422680412371,0.701492537313433,14.41,,,
12600,0.721649484536083,0.641791044776119,7.06,0.798969072164949,0.761194029850746,22.87,0.798969072164949,0.701492537313433,21.53,,,,0.737113402061856,0.716417910447761,15.92,,,
12650,0.733247422680413,0.656716417910448,6.8125,0.79639175257732,0.757462686567164,22.94,0.804123711340206,0.73134328358209,19.7,,,,0.762886597938144,0.746268656716418,15.93,,,
12700,0.744845360824743,0.671641791044776,6.565,0.793814432989691,0.753731343283582,23.01,0.783505154639175,0.746268656716418,22.36,,,,0.762886597938144,0.73134328358209,16.09,,,
12750,0.756443298969072,0.686567164179105,6.3175,0.791237113402062,0.75,23.08,0.788659793814433,0.776119402985075,20.43,,,,0.768041237113402,0.746268656716418,15.04,,,
12800,0.768041237113402,0.701492537313433,6.07,0.788659793814433,0.746268656716418,23.15,0.783505154639175,0.746268656716418,20.98,,,,0.783505154639175,0.716417910447761,16.7,,,
12850,0.769329896907217,0.705223880597015,7.0875,0.787371134020618,0.73134328358209,22.72,0.798969072164949,0.776119402985075,21.69,,,,0.778350515463918,0.746268656716418,15.84,,,
12900,0.770618556701031,0.708955223880597,8.105,0.786082474226804,0.716417910447762,22.29,0.778350515463918,0.761194029850746,21.98,,,,0.77319587628866,0.73134328358209,16.17,,,
12950,0.771907216494846,0.712686567164179,9.1225,0.78479381443299,0.701492537313433,21.86,0.783505154639175,0.701492537313433,20.78,,,,0.762886597938144,0.701492537313433,16.16,,,
13000,0.77319587628866,0.716417910447761,10.14,0.783505154639175,0.686567164179105,21.43,0.768041237113402,0.716417910447761,19.9,,,,0.783505154639175,0.746268656716418,14.94,,,
13050,0.768041237113402,0.697761194029851,9.725,0.789948453608247,0.694029850746269,21.5825,0.778350515463918,0.716417910447761,21.96,,,,0.778350515463918,0.716417910447761,16.95,,,
13100,0.762886597938145,0.67910447761194,9.31,0.79639175257732,0.701492537313433,21.735,0.778350515463918,0.746268656716418,20.46,,,,0.768041237113402,0.746268656716418,16.67,,,
13150,0.757731958762887,0.66044776119403,8.895,0.802835051546392,0.708955223880597,21.8875,0.798969072164949,0.746268656716418,22.96,,,,0.783505154639175,0.761194029850746,15.77,,,
13200,0.752577319587629,0.641791044776119,8.48,0.809278350515464,0.716417910447761,22.04,0.788659793814433,0.776119402985075,21.84,,,,0.762886597938144,0.73134328358209,14.5,,,
13250,0.751288659793814,0.652985074626866,7.0775,0.806701030927835,0.720149253731343,21.9975,0.778350515463918,0.716417910447761,20.97,,,,0.778350515463918,0.746268656716418,16.57,,,
13300,0.75,0.664179104477612,5.675,0.804123711340206,0.723880597014926,21.955,0.804123711340206,0.761194029850746,21.96,,,,0.783505154639175,0.73134328358209,17.49,,,
13350,0.748711340206186,0.675373134328359,4.2725,0.801546391752578,0.727611940298508,21.9125,0.783505154639175,0.626865671641791,22.88,,,,0.778350515463918,0.776119402985075,17.19,,,
13400,0.747422680412371,0.686567164179105,2.87,0.798969072164949,0.73134328358209,21.87,0.778350515463918,0.746268656716418,18.72,,,,0.77319587628866,0.746268656716418,17.14,,,
13450,0.752577319587629,0.682835820895523,4.03,0.798969072164949,0.742537313432836,21.53,0.788659793814433,0.73134328358209,22.11,,,,0.783505154639175,0.746268656716418,16.86,,,
13500,0.757731958762887,0.679104477611941,5.19,0.798969072164949,0.753731343283583,21.19,0.793814432989691,0.701492537313433,23.47,,,,0.778350515463918,0.716417910447761,15.35,,,
13550,0.762886597938144,0.675373134328358,6.35,0.798969072164949,0.764925373134329,20.85,0.778350515463918,0.716417910447761,20.71,,,,0.768041237113402,0.73134328358209,15.68,,,
13600,0.768041237113402,0.671641791044776,7.51,0.798969072164949,0.776119402985075,20.51,0.783505154639175,0.761194029850746,21.87,,,,0.783505154639175,0.746268656716418,15.34,,,
13650,0.769329896907217,0.682835820895522,8.2525,0.800257731958763,0.757462686567165,21.3425,0.778350515463918,0.776119402985075,20.73,,,,0.768041237113402,0.73134328358209,16.21,,,
13700,0.770618556701031,0.694029850746269,8.995,0.801546391752578,0.738805970149254,22.175,0.768041237113402,0.761194029850746,21.69,,,,0.768041237113402,0.73134328358209,15.64,,,
13750,0.771907216494846,0.705223880597015,9.7375,0.802835051546392,0.720149253731343,23.0075,0.804123711340206,0.716417910447761,20.65,,,,0.77319587628866,0.746268656716418,15.92,,,
13800,0.77319587628866,0.716417910447761,10.48,0.804123711340206,0.701492537313433,23.84,0.798969072164949,0.716417910447761,21.47,,,,0.778350515463918,0.716417910447761,15.04,,,
13850,0.762886597938145,0.701492537313433,10.1425,0.801546391752577,0.720149253731343,23.845,0.809278350515464,0.686567164179105,22.2,,,,0.768041237113402,0.716417910447761,14.95,,,
13900,0.752577319587629,0.686567164179105,9.805,0.798969072164949,0.738805970149254,23.85,0.798969072164949,0.73134328358209,21.93,,,,0.788659793814433,0.746268656716418,15.11,,,
13950,0.742268041237114,0.671641791044776,9.4675,0.79639175257732,0.757462686567165,23.855,0.809278350515464,0.746268656716418,21.98,,,,0.778350515463918,0.73134328358209,15.1,,,
14000,0.731958762886598,0.656716417910448,9.13,0.793814432989691,0.776119402985075,23.86,0.814432989690722,0.761194029850746,20.25,,,,0.778350515463918,0.73134328358209,14.57,,,
14050,0.739690721649485,0.66044776119403,9.56,0.791237113402062,0.776119402985075,23.06,0.804123711340206,0.716417910447761,20.03,,,,0.788659793814433,0.73134328358209,14.21,,,
14100,0.747422680412371,0.664179104477612,9.99,0.788659793814433,0.776119402985075,22.26,0.793814432989691,0.761194029850746,22.72,,,,0.788659793814433,0.73134328358209,14.35,,,
14150,0.755154639175258,0.667910447761194,10.42,0.786082474226804,0.776119402985075,21.46,0.804123711340206,0.73134328358209,21.04,,,,0.788659793814433,0.73134328358209,14.4,,,
14200,0.762886597938144,0.671641791044776,10.85,0.783505154639175,0.776119402985075,20.66,0.793814432989691,0.73134328358209,23.19,,,,0.788659793814433,0.73134328358209,14.37,,,
14250,0.756701030927835,0.683582089552239,10.702,0.782474226804124,0.785074626865672,21.086,0.788659793814433,0.761194029850746,21.86,,,,0.788659793814433,0.716417910447761,14.71,,,
14300,0.750515463917526,0.695522388059702,10.554,0.781443298969072,0.794029850746269,21.512,0.783505154639175,0.776119402985075,23.22,,,,0.793814432989691,0.73134328358209,14.73,,,
14332,0.744329896907216,0.707462686567164,10.406,0.780412371134021,0.802985074626866,21.938,0.788659793814433,0.768656716417911,22.5,,,,0.721649484536083,0.761194029850746,14.42,,,
14350,0.738144329896907,0.7194029850746271,10.258,0.7793814432989694,0.811940298507463,22.363999999999997,0.793814432989691,0.761194029850746,21.78,,,,0.721649484536083,0.761194029850746,14.42,,,
14400,0.731958762886598,0.73134328358209,10.11,0.778350515463918,0.82089552238806,22.79,0.788659793814433,0.791044776119403,23.38,,,,0.721649484536083,0.761194029850746,14.42,,,
14450,0.735824742268041,0.727611940298508,10.6325,0.779639175257732,0.813432835820896,22.6775,0.798969072164949,0.73134328358209,24.25,,,,0.721649484536083,0.761194029850746,14.42,,,
14500,0.739690721649485,0.723880597014926,11.155,0.780927835051547,0.805970149253731,22.565,0.793814432989691,0.761194029850746,24.18,,,,0.721649484536083,0.761194029850746,14.42,,,
14550,0.743556701030928,0.720149253731343,11.6775,0.782216494845361,0.798507462686567,22.4525,0.77319587628866,0.73134328358209,22.99,,,,0.721649484536083,0.761194029850746,14.42,,,
14600,0.747422680412371,0.716417910447761,12.2,0.783505154639175,0.791044776119403,22.34,0.778350515463918,0.776119402985075,23.15,,,,0.721649484536083,0.761194029850746,14.42,,,
14650,0.751288659793814,0.712686567164179,12.7275,0.789948453608247,0.779850746268657,22.09,0.783505154639175,0.746268656716418,23.85,,,,,,,,,
14700,0.755154639175258,0.708955223880597,13.255,0.79639175257732,0.768656716417911,21.84,0.783505154639175,0.73134328358209,22.76,,,,,,,,,
14750,0.759020618556701,0.705223880597015,13.7825,0.802835051546392,0.757462686567164,21.59,0.778350515463918,0.761194029850746,22.59,,,,,,,,,
14800,0.762886597938144,0.701492537313433,14.31,0.809278350515464,0.746268656716418,21.34,0.783505154639175,0.746268656716418,22.19,,,,,,,,,
14850,0.757731958762886,0.716417910447761,12.6725,0.810567010309279,0.746268656716418,21.515,0.793814432989691,0.761194029850746,23.17,,,,,,,,,
14900,0.752577319587628,0.731343283582089,11.035,0.811855670103093,0.746268656716418,21.69,0.762886597938144,0.776119402985075,21.75,,,,,,,,,
14950,0.747422680412371,0.746268656716418,9.3975,0.813144329896907,0.746268656716418,21.865,0.783505154639175,0.761194029850746,24.57,,,,,,,,,
15000,0.742268041237113,0.761194029850746,7.76,0.814432989690722,0.746268656716418,22.04,0.757731958762887,0.776119402985075,21.76,,,,,,,,,
15050,0.751288659793814,0.75,8.02,0.805412371134021,0.761194029850746,22.0375,0.804123711340206,0.776119402985075,24.4,,,,,,,,,
15100,0.760309278350515,0.738805970149254,8.28,0.79639175257732,0.776119402985074,22.035,0.77319587628866,0.761194029850746,22.65,,,,,,,,,
15150,0.769329896907217,0.727611940298507,8.54,0.787371134020619,0.791044776119403,22.0325,0.788659793814433,0.776119402985075,23.18,,,,,,,,,
15200,0.778350515463918,0.716417910447761,8.8,0.778350515463918,0.805970149253731,22.03,0.778350515463918,0.776119402985075,21.25,,,,,,,,,
15250,0.777061855670103,0.727611940298507,7.975,0.786082474226804,0.772388059701492,23.1875,0.798969072164949,0.791044776119403,22.28,,,,,,,,,
15300,0.775773195876289,0.738805970149254,7.15,0.793814432989691,0.738805970149254,24.345,0.788659793814433,0.716417910447761,23.49,,,,,,,,,
15350,0.774484536082475,0.75,6.325,0.801546391752578,0.705223880597015,25.5025,0.804123711340206,0.746268656716418,22.98,,,,,,,,,
15400,0.77319587628866,0.761194029850746,5.5,0.809278350515464,0.671641791044776,26.66,0.793814432989691,0.761194029850746,20.8,,,,,,,,,
15450,0.769072164948454,0.746268656716418,5.456,0.809278350515464,0.683582089552239,26.008,0.798969072164949,0.746268656716418,22.45,,,,,,,,,
15500,0.764948453608248,0.73134328358209,5.412,0.809278350515464,0.695522388059702,25.356,0.788659793814433,0.746268656716418,23.58,,,,,,,,,
15520,0.760824742268041,0.716417910447761,5.368,0.809278350515464,0.707462686567164,24.704,0.786082474226804,0.753731343283582,22.95,,,,,,,,,
15550,0.756701030927835,0.7014925373134331,5.324,0.809278350515464,0.7194029850746271,24.052,0.783505154639175,0.761194029850746,22.32,,,,,,,,,
15600,0.752577319587629,0.686567164179105,5.28,0.809278350515464,0.73134328358209,23.4,0.793814432989691,0.776119402985075,23.41,,,,,,,,,
15650,0.756443298969072,0.697761194029851,6.7275,0.802835051546392,0.735074626865672,21.5875,0.778350515463918,0.791044776119403,23.82,,,,,,,,,
15700,0.760309278350515,0.708955223880598,8.175,0.79639175257732,0.738805970149254,19.775,0.783505154639175,0.761194029850746,22.21,,,,,,,,,
15750,0.764175257731959,0.720149253731344,9.6225,0.789948453608247,0.742537313432836,17.9625,0.804123711340206,0.716417910447761,23.94,,,,,,,,,
15800,0.768041237113402,0.73134328358209,11.07,0.783505154639175,0.746268656716418,16.15,0.783505154639175,0.761194029850746,22.07,,,,,,,,,
15850,0.768041237113402,0.73134328358209,10.93,0.780927835051546,0.753731343283582,17.6225,0.793814432989691,0.73134328358209,23.11,,,,,,,,,
15900,0.768041237113402,0.73134328358209,10.79,0.778350515463918,0.761194029850747,19.095,0.793814432989691,0.761194029850746,22.76,,,,,,,,,
15950,0.768041237113402,0.73134328358209,10.65,0.775773195876289,0.768656716417911,20.5675,0.793814432989691,0.776119402985075,23.29,,,,,,,,,
16000,0.768041237113402,0.73134328358209,10.51,0.77319587628866,0.776119402985075,22.04,0.788659793814433,0.73134328358209,22.41,,,,,,,,,
16050,0.768041237113402,0.742537313432836,11.5725,0.777061855670103,0.779850746268657,22.5475,0.798969072164949,0.746268656716418,24.26,,,,,,,,,
16100,0.768041237113402,0.753731343283583,12.635,0.780927835051547,0.783582089552239,23.055,0.788659793814433,0.776119402985075,24.38,,,,,,,,,
16150,0.768041237113402,0.764925373134329,13.6975,0.78479381443299,0.787313432835821,23.5625,0.793814432989691,0.791044776119403,23.62,,,,,,,,,
16200,0.768041237113402,0.776119402985075,14.76,0.788659793814433,0.791044776119403,24.07,0.793814432989691,0.805970149253731,25.29,,,,,,,,,
16250,0.766752577319588,0.738805970149254,14.0375,0.792525773195876,0.798507462686567,23.685,0.788659793814433,0.776119402985075,23.67,,,,,,,,,
16300,0.765463917525773,0.701492537313433,13.315,0.796391752577319,0.805970149253731,23.3,0.783505154639175,0.776119402985075,24.51,,,,,,,,,
16350,0.764175257731959,0.664179104477612,12.5925,0.800257731958763,0.813432835820896,22.915,0.778350515463918,0.761194029850746,23.24,,,,,,,,,
16400,0.762886597938144,0.626865671641791,11.87,0.804123711340206,0.82089552238806,22.53,0.809278350515464,0.761194029850746,25.86,,,,,,,,,
16450,0.759020618556701,0.649253731343284,12.21,0.800257731958763,0.809701492537314,22.7225,0.804123711340206,0.791044776119403,23.03,,,,,,,,,
16500,0.755154639175258,0.671641791044776,12.55,0.796391752577319,0.798507462686568,22.915,0.809278350515464,0.805970149253731,24.54,,,,,,,,,
16550,0.751288659793814,0.694029850746269,12.89,0.792525773195876,0.787313432835821,23.1075,0.804123711340206,0.791044776119403,23.5,,,,,,,,,
16600,0.747422680412371,0.716417910447761,13.23,0.788659793814433,0.776119402985075,23.3,0.798969072164949,0.791044776119403,25.2,,,,,,,,,
16650,0.756443298969072,0.727611940298507,13.1025,0.786082474226804,0.776119402985075,23.235,0.798969072164949,0.776119402985075,25.64,,,,,,,,,
16700,0.765463917525773,0.738805970149254,12.975,0.783505154639176,0.776119402985075,23.17,0.793814432989691,0.791044776119403,24.73,,,,,,,,,
16750,0.774484536082474,0.75,12.8475,0.780927835051547,0.776119402985075,23.105,0.783505154639175,0.761194029850746,21.77,,,,,,,,,
16800,0.783505154639175,0.761194029850746,12.72,0.778350515463918,0.776119402985075,23.04,0.783505154639175,0.776119402985075,24.52,,,,,,,,,
16850,0.779639175257732,0.761194029850746,11.945,0.777061855670103,0.783582089552239,23.0925,0.788659793814433,0.805970149253731,23.36,,,,,,,,,
16900,0.775773195876289,0.761194029850746,11.17,0.775773195876289,0.791044776119403,23.145,0.793814432989691,0.791044776119403,22.94,,,,,,,,,
16950,0.771907216494845,0.761194029850746,10.395,0.774484536082475,0.798507462686567,23.1975,0.788659793814433,0.776119402985075,23.2,,,,,,,,,
17000,0.768041237113402,0.761194029850746,9.62,0.77319587628866,0.805970149253731,23.25,0.788659793814433,0.776119402985075,25.2,,,,,,,,,
17050,0.757731958762887,0.761194029850746,9.905,0.780927835051547,0.794776119402985,22.9425,0.793814432989691,0.776119402985075,24.41,,,,,,,,,
17100,0.747422680412371,0.761194029850746,10.19,0.788659793814433,0.783582089552239,22.635,0.783505154639175,0.791044776119403,23.99,,,,,,,,,
17150,0.737113402061856,0.761194029850746,10.475,0.79639175257732,0.772388059701492,22.3275,0.778350515463918,0.791044776119403,23.42,,,,,,,,,
17200,0.72680412371134,0.761194029850746,10.76,0.804123711340206,0.761194029850746,22.02,0.783505154639175,0.791044776119403,23.58,,,,,,,,,
17250,0.725515463917526,0.761194029850746,10.6975,0.806701030927835,0.761194029850746,22.5075,0.783505154639175,0.805970149253731,25.04,,,,,,,,,
17300,0.724226804123711,0.761194029850746,10.635,0.809278350515464,0.761194029850746,22.995,0.783505154639175,0.791044776119403,23.53,,,,,,,,,
17350,0.722938144329897,0.761194029850746,10.5725,0.811855670103093,0.761194029850746,23.4825,0.783505154639175,0.791044776119403,25.17,,,,,,,,,
17400,0.721649484536083,0.761194029850746,10.51,0.814432989690722,0.761194029850746,23.97,0.793814432989691,0.776119402985075,24.17,,,,,,,,,
17450,0.731958762886598,0.757462686567164,10.985,0.813144329896907,0.761194029850746,24.2325,0.793814432989691,0.805970149253731,24.85,,,,,,,,,
17500,0.742268041237113,0.753731343283582,11.46,0.811855670103093,0.761194029850746,24.495,0.788659793814433,0.791044776119403,24.07,,,,,,,,,
17550,0.752577319587629,0.75,11.935,0.810567010309279,0.761194029850746,24.7575,0.788659793814433,0.791044776119403,23.63,,,,,,,,,
17600,0.762886597938144,0.746268656716418,12.41,0.809278350515464,0.761194029850746,25.02,0.788659793814433,0.791044776119403,23.64,,,,,,,,,
17650,0.763917525773196,0.740298507462687,12.06,0.803092783505155,0.764179104477612,24.868,0.788659793814433,0.791044776119403,23.24,,,,,,,,,
17700,0.764948453608247,0.734328358208955,11.71,0.796907216494846,0.767164179104478,24.716,0.788659793814433,0.791044776119403,24.14,,,,,,,,,
17750,0.765979381443299,0.728358208955224,11.36,0.790721649484536,0.770149253731343,24.564,0.788659793814433,0.805970149253731,24.36,,,,,,,,,
17784,0.7670103092783505,0.7223880597014924,11.01,0.784536082474227,0.773134328358209,24.412,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
17800,0.768041237113402,0.716417910447761,10.66,0.778350515463918,0.776119402985075,24.26,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
17850,0.766752577319588,0.735074626865672,11.8775,0.782216494845361,0.779850746268657,24.14,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
17900,0.765463917525773,0.753731343283582,13.095,0.786082474226804,0.783582089552239,24.02,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
17950,0.764175257731959,0.772388059701493,14.3125,0.789948453608248,0.787313432835821,23.9,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
18000,0.762886597938144,0.791044776119403,15.53,0.793814432989691,0.791044776119403,23.78,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
18050,0.753865979381443,0.768656716417911,15.445,0.797680412371134,0.787313432835821,23.66,0.793814432989691,0.761194029850746,24.15,,,,,,,,,
18100,0.744845360824742,0.746268656716418,15.36,0.801546391752578,0.783582089552239,23.54,,,,,,,,,,,,
18150,0.735824742268041,0.723880597014926,15.275,0.805412371134021,0.779850746268657,23.42,,,,,,,,,,,,
18200,0.72680412371134,0.701492537313433,15.19,0.809278350515464,0.776119402985075,23.3,,,,,,,,,,,,
18250,0.737113402061856,0.723880597014926,13.9925,0.80798969072165,0.783582089552239,23.5525,,,,,,,,,,,,
18300,0.747422680412371,0.746268656716418,12.795,0.806701030927835,0.791044776119403,23.805,,,,,,,,,,,,
18350,0.757731958762887,0.768656716417911,11.5975,0.805412371134021,0.798507462686567,24.0575,,,,,,,,,,,,
18400,0.768041237113402,0.791044776119403,10.4,0.804123711340206,0.805970149253731,24.31,,,,,,,,,,,,
18450,0.762886597938144,0.794776119402985,10.1275,0.800257731958763,0.794776119402985,24.6425,,,,,,,,,,,,
18500,0.757731958762887,0.798507462686567,9.855,0.796391752577319,0.783582089552239,24.975,,,,,,,,,,,,
18550,0.752577319587629,0.802238805970149,9.5825,0.792525773195876,0.772388059701492,25.3075,,,,,,,,,,,,
18600,0.747422680412371,0.805970149253731,9.31,0.788659793814433,0.761194029850746,25.64,,,,,,,,,,,,
18650,0.747422680412371,0.776119402985075,9.9975,0.789948453608248,0.764925373134328,25.5275,,,,,,,,,,,,
18700,0.747422680412371,0.746268656716418,10.685,0.791237113402062,0.768656716417911,25.415,,,,,,,,,,,,
18750,0.747422680412371,0.716417910447762,11.3725,0.792525773195877,0.772388059701493,25.3025,,,,,,,,,,,,
18800,0.747422680412371,0.686567164179105,12.06,0.793814432989691,0.776119402985075,25.19,,,,,,,,,,,,
18850,0.751288659793814,0.690298507462687,11.91,0.793814432989691,0.791044776119403,25.2825,,,,,,,,,,,,
18900,0.755154639175258,0.694029850746269,11.76,0.793814432989691,0.805970149253731,25.375,,,,,,,,,,,,
18950,0.759020618556701,0.697761194029851,11.61,0.793814432989691,0.82089552238806,25.4675,,,,,,,,,,,,
19000,0.762886597938144,0.701492537313433,11.46,0.793814432989691,0.835820895522388,25.56,,,,,,,,,,,,
19050,0.76159793814433,0.73134328358209,11.5775,0.795103092783505,0.828358208955224,24.8025,,,,,,,,,,,,
19100,0.760309278350515,0.761194029850747,11.695,0.79639175257732,0.82089552238806,24.045,,,,,,,,,,,,
19150,0.759020618556701,0.791044776119403,11.8125,0.797680412371135,0.813432835820895,23.2875,,,,,,,,,,,,
19200,0.757731958762887,0.82089552238806,11.93,0.798969072164949,0.805970149253731,22.53,,,,,,,,,,,,
19250,0.755154639175258,0.798507462686568,10.2275,0.797680412371135,0.798507462686567,23.3725,,,,,,,,,,,,
19300,0.752577319587629,0.776119402985075,8.525,0.79639175257732,0.791044776119403,24.215,,,,,,,,,,,,
19350,0.75,0.753731343283583,6.8225,0.795103092783505,0.783582089552239,25.0575,,,,,,,,,,,,
19400,0.747422680412371,0.73134328358209,5.12,0.793814432989691,0.776119402985075,25.9,,,,,,,,,,,,
